lemmata EN;bn:id;wn_synset;Column4;description;confidence
flute_key;bn:03196769n;wn:6864407n;A;the basic key in which a piece of music is written;0.7939469814300537
piano_key;bn:03196769n;wn:6864407n;A;the basic key in which a piece of music is written;0.7939469814300537
vihuela;bn:03197129n;wn:4536595n;T;viol that is the bass member of the viol family with approximately the range of the cello;0.5812129974365234
vihuela_de_mano;bn:03197129n;wn:4536595n;T;viol that is the bass member of the viol family with approximately the range of the cello;0.5812129974365234
heavy_metal_fashion;bn:03198321n;wn:10311995n;H;a fan of heavy metal music;0.5986917018890381
hard_rock_fashion;bn:03198321n;wn:10311995n;H;a fan of heavy metal music;0.5986917018890381
metal_fashion;bn:03198321n;wn:10311995n;H;a fan of heavy metal music;0.5986917018890381
musette_de_cour;bn:03198549n;wn:9566667n;T;(Greek mythology) the Muse of music (or the flute);0.5890371799468994
cornemuse;bn:03198549n;wn:9566667n;T;(Greek mythology) the Muse of music (or the flute);0.5890371799468994
musette;bn:03198549n;wn:9566667n;T;(Greek mythology) the Muse of music (or the flute);0.5890371799468994
baroque_musette;bn:03198549n;wn:9566667n;T;(Greek mythology) the Muse of music (or the flute);0.5890371799468994
biniou;bn:03198549n;wn:9566667n;T;(Greek mythology) the Muse of music (or the flute);0.5890371799468994
ashbory_bass;bn:03198859n;wn:2564935n;T;a variety of black bass;0.515008807182312
ashbory;bn:03198859n;wn:2564935n;T;a variety of black bass;0.515008807182312
bachata;bn:03199668n;wn:7277915n;B;the music of Bach;0.6499200463294983
prima_pratica;bn:03199792n;wn:7043389n;L;a baroque composition for orchestra and a group of solo instruments;0.6162197589874268
stile_moderno;bn:03199891n;wn:10568754n;"\"",an intermediate person; used in the phrase `at second hand',0.4935542941093445";;
seconda_pratica;bn:03199891n;wn:10568754n;"\"",an intermediate person; used in the phrase `at second hand',0.4935542941093445";;
seconda_practica;bn:03199891n;wn:10568754n;"\"",an intermediate person; used in the phrase `at second hand',0.4935542941093445";;
seconda_prattica;bn:03199891n;wn:10568754n;"\"",an intermediate person; used in the phrase `at second hand',0.4935542941093445";;
longa;bn:03201265n;wn:6430309n;A;a long piece of writing;0.612031102180481
quadruple_whole_note;bn:03201265n;wn:6430309n;A;a long piece of writing;0.612031102180481
sextuple_whole_note;bn:03201265n;wn:6430309n;A;a long piece of writing;0.612031102180481
long;bn:03201265n;wn:6430309n;A;a long piece of writing;0.612031102180481
noise_rock;bn:03201679n;wn:7065333n;N;"a style of rock music that emerged in the 1970s; associated with attempts to combine rock with jazz and other forms; intended for listening and not dancing";0.5452632308006287
noisepunk;bn:03201679n;wn:7065333n;N;"a style of rock music that emerged in the 1970s; associated with attempts to combine rock with jazz and other forms; intended for listening and not dancing";0.5452632308006287
noise_punk;bn:03201679n;wn:7065333n;N;"a style of rock music that emerged in the 1970s; associated with attempts to combine rock with jazz and other forms; intended for listening and not dancing";0.5452632308006287
noise-rock;bn:03201679n;wn:7065333n;N;"a style of rock music that emerged in the 1970s; associated with attempts to combine rock with jazz and other forms; intended for listening and not dancing";0.5452632308006287
noise_metal;bn:03201679n;wn:7065333n;N;"a style of rock music that emerged in the 1970s; associated with attempts to combine rock with jazz and other forms; intended for listening and not dancing";0.5452632308006287
noiserock;bn:03201679n;wn:7065333n;N;"a style of rock music that emerged in the 1970s; associated with attempts to combine rock with jazz and other forms; intended for listening and not dancing";0.5452632308006287
japanese_noise_rock;bn:03201679n;wn:7065333n;N;"a style of rock music that emerged in the 1970s; associated with attempts to combine rock with jazz and other forms; intended for listening and not dancing";0.5452632308006287
pigfuck;bn:03201679n;wn:7065333n;N;"a style of rock music that emerged in the 1970s; associated with attempts to combine rock with jazz and other forms; intended for listening and not dancing";0.5452632308006287
noise-punk;bn:03201679n;wn:7065333n;N;"a style of rock music that emerged in the 1970s; associated with attempts to combine rock with jazz and other forms; intended for listening and not dancing";0.5452632308006287
punk_noise;bn:03201679n;wn:7065333n;N;"a style of rock music that emerged in the 1970s; associated with attempts to combine rock with jazz and other forms; intended for listening and not dancing";0.5452632308006287
electro;bn:03202758n;wn:4376400n;E;(music) an electronic instrument (usually played with a keyboard) that generates and modifies sounds electronically and can imitate a variety of other musical instruments;0.5131629109382629
electro-funk;bn:03202758n;wn:4376400n;E;(music) an electronic instrument (usually played with a keyboard) that generates and modifies sounds electronically and can imitate a variety of other musical instruments;0.5131629109382629
electro_music;bn:03202758n;wn:4376400n;E;(music) an electronic instrument (usually played with a keyboard) that generates and modifies sounds electronically and can imitate a variety of other musical instruments;0.5131629109382629
electro-disco;bn:03202758n;wn:4376400n;E;(music) an electronic instrument (usually played with a keyboard) that generates and modifies sounds electronically and can imitate a variety of other musical instruments;0.5131629109382629
electro-boogie;bn:03202758n;wn:4376400n;E;(music) an electronic instrument (usually played with a keyboard) that generates and modifies sounds electronically and can imitate a variety of other musical instruments;0.5131629109382629
nu_electro;bn:03202758n;wn:4376400n;E;(music) an electronic instrument (usually played with a keyboard) that generates and modifies sounds electronically and can imitate a variety of other musical instruments;0.5131629109382629
electro_boogie;bn:03202758n;wn:4376400n;E;(music) an electronic instrument (usually played with a keyboard) that generates and modifies sounds electronically and can imitate a variety of other musical instruments;0.5131629109382629
neo-electro;bn:03202758n;wn:4376400n;E;(music) an electronic instrument (usually played with a keyboard) that generates and modifies sounds electronically and can imitate a variety of other musical instruments;0.5131629109382629
electro_funk;bn:03202758n;wn:4376400n;E;(music) an electronic instrument (usually played with a keyboard) that generates and modifies sounds electronically and can imitate a variety of other musical instruments;0.5131629109382629
electrocore;bn:03202758n;wn:4376400n;E;(music) an electronic instrument (usually played with a keyboard) that generates and modifies sounds electronically and can imitate a variety of other musical instruments;0.5131629109382629
1980s-electro;bn:03202758n;wn:4376400n;E;(music) an electronic instrument (usually played with a keyboard) that generates and modifies sounds electronically and can imitate a variety of other musical instruments;0.5131629109382629
electro-soul;bn:03202758n;wn:4376400n;E;(music) an electronic instrument (usually played with a keyboard) that generates and modifies sounds electronically and can imitate a variety of other musical instruments;0.5131629109382629
porro;bn:03205709n;wn:538668n;T;a Latin American dance similar in rhythm to the rumba;0.5980253219604492
gagaku;bn:03207317n;wn:7056021n;G;music composed for dancing the mazurka;0.5247985124588013
japanese_court_music;bn:03207317n;wn:7056021n;G;music composed for dancing the mazurka;0.5247985124588013
traditional_japanese_music:_gagaku;bn:03207317n;wn:7056021n;G;music composed for dancing the mazurka;0.5247985124588013
japanese_classical_music;bn:03207317n;wn:7056021n;G;music composed for dancing the mazurka;0.5247985124588013
court_music_of_japan;bn:03207317n;wn:7056021n;G;music composed for dancing the mazurka;0.5247985124588013
taqwacore;bn:03208063n;wn:8096027n;T;a fundamentalist Islamic revivalist movement generally characterized by moral conservatism and the literal interpretation of the Koran and the attempt to implement Islamic values in all aspects of life;0.4817042350769043
muslim_punk;bn:03208063n;wn:8096027n;T;a fundamentalist Islamic revivalist movement generally characterized by moral conservatism and the literal interpretation of the Koran and the attempt to implement Islamic values in all aspects of life;0.4817042350769043
raïcore;bn:03208063n;wn:8096027n;T;a fundamentalist Islamic revivalist movement generally characterized by moral conservatism and the literal interpretation of the Koran and the attempt to implement Islamic values in all aspects of life;0.4817042350769043
tagwacore;bn:03208063n;wn:8096027n;T;a fundamentalist Islamic revivalist movement generally characterized by moral conservatism and the literal interpretation of the Koran and the attempt to implement Islamic values in all aspects of life;0.4817042350769043
american_patriotic_music;bn:03211229n;wn:1740358s;A;fanatically patriotic;0.5864481925964355
patriotic_music_of_the_united_states;bn:03211229n;wn:1740358s;A;fanatically patriotic;0.5864481925964355
jersey_shore_sound;bn:03213621n;wn:9428293n;T;the shore of a sea or ocean;0.5745217800140381
jersey_shore;bn:03213621n;wn:9428293n;T;the shore of a sea or ocean;0.5745217800140381
unsigned_artist;bn:03214006n;wn:6592078n;A;an album whose recordings are unified by some theme (instrumental or lyrical or narrative or compositional);0.45901161432266235
unsigned_band;bn:03214006n;wn:6592078n;A;an album whose recordings are unified by some theme (instrumental or lyrical or narrative or compositional);0.45901161432266235
unsigned_musician;bn:03214006n;wn:6592078n;A;an album whose recordings are unified by some theme (instrumental or lyrical or narrative or compositional);0.45901161432266235
boy_soprano;bn:03214476n;wn:9899534n;A;a male singer who was castrated before puberty and retains a soprano or alto voice;0.5650084614753723
boy_sopranos;bn:03214476n;wn:9899534n;A;a male singer who was castrated before puberty and retains a soprano or alto voice;0.5650084614753723
boy_treble;bn:03214476n;wn:9899534n;A;a male singer who was castrated before puberty and retains a soprano or alto voice;0.5650084614753723
treble;bn:03214476n;wn:9899534n;A;a male singer who was castrated before puberty and retains a soprano or alto voice;0.5650084614753723
house_concert;bn:03215420n;wn:8254540n;A;a reception held in your own home;0.5570481419563293
hausmusik;bn:03215420n;wn:8254540n;A;a reception held in your own home;0.5570481419563293
slip_jig;bn:03215932n;wn:1708542v;S;"dance to jive music; dance the jive";0.5918864011764526
slip_jigs;bn:03215932n;wn:1708542v;S;"dance to jive music; dance the jive";0.5918864011764526
slipjig;bn:03215932n;wn:1708542v;S;"dance to jive music; dance the jive";0.5918864011764526
audio_post_production;bn:03217106n;wn:1020770n;A;the act of reproducing recorded sound;0.6034106016159058
tacet;bn:03217362n;wn:473338r;"\"",without tact; in a tactless manner,0.5298912525177002";;
h-bar;bn:03217362n;wn:473338r;"\"",without tact; in a tactless manner,0.5298912525177002";;
multirest;bn:03217362n;wn:473338r;"\"",without tact; in a tactless manner,0.5298912525177002";;
tacet_al_fine;bn:03217362n;wn:473338r;"\"",without tact; in a tactless manner,0.5298912525177002";;
multiple-measure_rests;bn:03217362n;wn:473338r;"\"",without tact; in a tactless manner,0.5298912525177002";;
no_chord;bn:03217362n;wn:473338r;"\"",without tact; in a tactless manner,0.5298912525177002";;
saron;bn:03217525n;wn:8248521n;T;a traditional Indonesian ensemble typically including many tuned percussion instruments including bamboo xylophones and wooden or bronze chimes and gongs;0.537423312664032
saron_demung;bn:03217525n;wn:8248521n;T;a traditional Indonesian ensemble typically including many tuned percussion instruments including bamboo xylophones and wooden or bronze chimes and gongs;0.537423312664032
gamelan_gong_saron;bn:03217525n;wn:8248521n;T;a traditional Indonesian ensemble typically including many tuned percussion instruments including bamboo xylophones and wooden or bronze chimes and gongs;0.537423312664032
demung;bn:03217525n;wn:8248521n;T;a traditional Indonesian ensemble typically including many tuned percussion instruments including bamboo xylophones and wooden or bronze chimes and gongs;0.537423312664032
saron_barung;bn:03217525n;wn:8248521n;T;a traditional Indonesian ensemble typically including many tuned percussion instruments including bamboo xylophones and wooden or bronze chimes and gongs;0.537423312664032
saron_panerus;bn:03217525n;wn:8248521n;T;a traditional Indonesian ensemble typically including many tuned percussion instruments including bamboo xylophones and wooden or bronze chimes and gongs;0.537423312664032
saron_barang;bn:03217525n;wn:8248521n;T;a traditional Indonesian ensemble typically including many tuned percussion instruments including bamboo xylophones and wooden or bronze chimes and gongs;0.537423312664032
saron_peking;bn:03217525n;wn:8248521n;T;a traditional Indonesian ensemble typically including many tuned percussion instruments including bamboo xylophones and wooden or bronze chimes and gongs;0.537423312664032
ska_jazz;bn:03217959n;wn:2019881s;"\"",resembling jazz (especially in its rhythm),0.6012458801269531";;
