wn_synset,bn:id,pos,lemmata EN,definition,lemmata FR,is it related to music?
,bn:03348542n,,"teen_pop, teenpop, teen-pop, millennial_pop, disney_pop, teenybopper_pop, teen_rock, teen_culture, teen_genre, teen_music, teen_pop_music","Teen pop is a subgenre of pop music that is created, marketed and oriented towards preteens and teenagers.",pop_adolescente,YES
,bn:03348542n,,"teen_pop, teenpop, teen-pop, millennial_pop, disney_pop, teenybopper_pop, teen_rock, teen_culture, teen_genre, teen_music, teen_pop_music","Teen pop is a subgenre of pop music that is created, marketed and oriented towards preteens and teenagers.",teen-pop,YES
,bn:03786535n,,"teen_idol, teen_icon, teen-idol, teen_stars, idol_star",A teen idol is a celebrity with a large teenage fan base.,idole_des_jeunes,YES
,bn:03786535n,,"teen_idol, teen_icon, teen-idol, teen_stars, idol_star",A teen idol is a celebrity with a large teenage fan base.,teen_idol,YES
,bn:03786535n,,"teen_idol, teen_icon, teen-idol, teen_stars, idol_star",A teen idol is a celebrity with a large teenage fan base.,idoles_des_jeunes,YES
,bn:03135168n,,"techstep, skullstep, tech-step, tech_step",Techstep is a dark subgenre of drum and bass that was created in the mid-1990s.,techstep,YES
,bn:03367969n,,"tech_trance, tek-trance, techno/trance, techno-trance, tech-trance","Tech trance, also known as techno-trance or techno/trance, is a subgenre within electronic music that draws upon the techno and trance genres as the name suggests.",tech_trance,YES
,bn:17016466n,,"tar, taar","Tar is an Iranian long-necked, waisted lute family instrument, used by many cultures and countries including Iran, Azerbaijan, Uzbekistan, Armenia, Georgia, Tajikistan and others near the Caucasus and Central Asia regions.",târ,YES
,bn:17016466n,,"tar, taar","Tar is an Iranian long-necked, waisted lute family instrument, used by many cultures and countries including Iran, Azerbaijan, Uzbekistan, Armenia, Georgia, Tajikistan and others near the Caucasus and Central Asia regions.",tar,YES
,bn:17016466n,,"tar, taar","Tar is an Iranian long-necked, waisted lute family instrument, used by many cultures and countries including Iran, Azerbaijan, Uzbekistan, Armenia, Georgia, Tajikistan and others near the Caucasus and Central Asia regions.",goudron,YES
,bn:03208063n,,"taqwacore, muslim_punk, raïcore, tagwacore","Taqwacore is a subgenre of punk music dealing with Islam, its culture, and interpretation.",taqwacore,YES
,bn:03711239n,,"taqsim, taqsīm, taksim, taksimi, taqasim, ταξίμι, تَقْسِيم‎, takism","Taqsim is a melodic musical improvisation that usually precedes the performance of a traditional Arabic, Greek, Middle Eastern, or Turkish musical composition.",taksim,YES
,bn:03711239n,,"taqsim, taqsīm, taksim, taksimi, taqasim, ταξίμι, تَقْسِيم‎, takism","Taqsim is a melodic musical improvisation that usually precedes the performance of a traditional Arabic, Greek, Middle Eastern, or Turkish musical composition.",taqsim,YES
,bn:03711239n,,"taqsim, taqsīm, taksim, taksimi, taqasim, ταξίμι, تَقْسِيم‎, takism","Taqsim is a melodic musical improvisation that usually precedes the performance of a traditional Arabic, Greek, Middle Eastern, or Turkish musical composition.",takassim,YES
,bn:03443360n,,"tape_head, playback_head, magnetic_gap, erase_head",A tape head is a type of transducer used in tape recorders to convert electrical signals to magnetic fluctuations and vice versa.,tête_de_lecture_à_technologie_gmr,YES
,bn:03443360n,,"tape_head, playback_head, magnetic_gap, erase_head",A tape head is a type of transducer used in tape recorders to convert electrical signals to magnetic fluctuations and vice versa.,tete_de_lecture_a_technologie_gmr,YES
,bn:03443360n,,"tape_head, playback_head, magnetic_gap, erase_head",A tape head is a type of transducer used in tape recorders to convert electrical signals to magnetic fluctuations and vice versa.,tete_gmr,YES
,bn:03443360n,,"tape_head, playback_head, magnetic_gap, erase_head",A tape head is a type of transducer used in tape recorders to convert electrical signals to magnetic fluctuations and vice versa.,tête_de_lecture_gmr,YES
,bn:03443360n,,"tape_head, playback_head, magnetic_gap, erase_head",A tape head is a type of transducer used in tape recorders to convert electrical signals to magnetic fluctuations and vice versa.,tête_gmr,YES
,bn:03443360n,,"tape_head, playback_head, magnetic_gap, erase_head",A tape head is a type of transducer used in tape recorders to convert electrical signals to magnetic fluctuations and vice versa.,tête_de_lecture,YES
,bn:15480809n,,"tanpura, tambura, tanjore_style, tambūrā, taanpura, tambūr, miraj_style, tamboura, tanipurani","The tanpura is a long-necked plucked string instrument, originating from India, found in various forms in Indian music.",tambura,YES
,bn:15480809n,,"tanpura, tambura, tanjore_style, tambūrā, taanpura, tambūr, miraj_style, tamboura, tanipurani","The tanpura is a long-necked plucked string instrument, originating from India, found in various forms in Indian music.",tanpura,YES
,bn:14256165n,,"tango, tango_music, jazz_/_tango",Tango is a style of music in 24 or 44 time that originated among European immigrant populations of Argentina and Uruguay.,tango,YES
,bn:14256165n,,"tango, tango_music, jazz_/_tango",Tango is a style of music in 24 or 44 time that originated among European immigrant populations of Argentina and Uruguay.,musique_tango,YES
,bn:14583197n,,"tambura, balkan_tambura","The tambura is a stringed instrument that is played as a folk instrument in Bosnia and Herzegovina, Bulgaria, Croatia, North Macedonia, and Serbia.",tambura,YES
,bn:03123971n,,"tambourin, tambour_de_basque, tambourin_de_provence",The tambourin is a Provençal dance accompanied by lively duple meter music.,tambourin,YES
,bn:02878871n,,"tambora, tamborero, tamborero_beach, tamborere, tambora,_musical_instrument, tambora_drum",The Dominican tambora is a two headed drum played in merengue music.,tambora,YES
,bn:02501532n,,tallava,"Tallava or Talava is a music genre originating from Albanian-speaking communities in the Republic of Macedonia as well as in Kosovo, with a presence in Albania.",tallava,YES
,bn:02745332n,,"talking_drum, tama, odondo, talking_drums, ntamani, tamma, tama_talking_drum, ntumpane, ntama, drum_name, gangan, donno, kalangu, tamanin, african_talking_drum, dan_karbi","The Talking drum is an hourglass-shaped drum from West Africa, whose pitch can be regulated to mimic the tone and prosody of human speech.",tama,YES
,bn:02745332n,,"talking_drum, tama, odondo, talking_drums, ntamani, tamma, tama_talking_drum, ntumpane, ntama, drum_name, gangan, donno, kalangu, tamanin, african_talking_drum, dan_karbi","The Talking drum is an hourglass-shaped drum from West Africa, whose pitch can be regulated to mimic the tone and prosody of human speech.",lunna,YES
,bn:02745332n,,"talking_drum, tama, odondo, talking_drums, ntamani, tamma, tama_talking_drum, ntumpane, ntama, drum_name, gangan, donno, kalangu, tamanin, african_talking_drum, dan_karbi","The Talking drum is an hourglass-shaped drum from West Africa, whose pitch can be regulated to mimic the tone and prosody of human speech.",tambour_parlant,YES
,bn:02745332n,,"talking_drum, tama, odondo, talking_drums, ntamani, tamma, tama_talking_drum, ntumpane, ntama, drum_name, gangan, donno, kalangu, tamanin, african_talking_drum, dan_karbi","The Talking drum is an hourglass-shaped drum from West Africa, whose pitch can be regulated to mimic the tone and prosody of human speech.",odondo,YES
,bn:02745332n,,"talking_drum, tama, odondo, talking_drums, ntamani, tamma, tama_talking_drum, ntumpane, ntama, drum_name, gangan, donno, kalangu, tamanin, african_talking_drum, dan_karbi","The Talking drum is an hourglass-shaped drum from West Africa, whose pitch can be regulated to mimic the tone and prosody of human speech.",kalangu,YES
,bn:02745332n,,"talking_drum, tama, odondo, talking_drums, ntamani, tamma, tama_talking_drum, ntumpane, ntama, drum_name, gangan, donno, kalangu, tamanin, african_talking_drum, dan_karbi","The Talking drum is an hourglass-shaped drum from West Africa, whose pitch can be regulated to mimic the tone and prosody of human speech.",tambourg,YES
,bn:02745332n,,"talking_drum, tama, odondo, talking_drums, ntamani, tamma, tama_talking_drum, ntumpane, ntama, drum_name, gangan, donno, kalangu, tamanin, african_talking_drum, dan_karbi","The Talking drum is an hourglass-shaped drum from West Africa, whose pitch can be regulated to mimic the tone and prosody of human speech.",dundun,YES
,bn:02745332n,,"talking_drum, tama, odondo, talking_drums, ntamani, tamma, tama_talking_drum, ntumpane, ntama, drum_name, gangan, donno, kalangu, tamanin, african_talking_drum, dan_karbi","The Talking drum is an hourglass-shaped drum from West Africa, whose pitch can be regulated to mimic the tone and prosody of human speech.",karangou,YES
,bn:02745332n,,"talking_drum, tama, odondo, talking_drums, ntamani, tamma, tama_talking_drum, ntumpane, ntama, drum_name, gangan, donno, kalangu, tamanin, african_talking_drum, dan_karbi","The Talking drum is an hourglass-shaped drum from West Africa, whose pitch can be regulated to mimic the tone and prosody of human speech.",n'tama,YES
,bn:02745332n,,"talking_drum, tama, odondo, talking_drums, ntamani, tamma, tama_talking_drum, ntumpane, ntama, drum_name, gangan, donno, kalangu, tamanin, african_talking_drum, dan_karbi","The Talking drum is an hourglass-shaped drum from West Africa, whose pitch can be regulated to mimic the tone and prosody of human speech.",tambours_parlants,YES
,bn:03416875n,,"tala, taalam, thalam, tri_tal, rupaka, taala, tāla, thaalam, jati, taal, tal, tāl","A Tala, sometimes spelled Titi or Pipi, literally means a ""clap, tapping one's hand on one's arm, a musical measure"".",tâla,YES
,bn:03416875n,,"tala, taalam, thalam, tri_tal, rupaka, taala, tāla, thaalam, jati, taal, tal, tāl","A Tala, sometimes spelled Titi or Pipi, literally means a ""clap, tapping one's hand on one's arm, a musical measure"".",ada_chautâl,YES
,bn:03416875n,,"tala, taalam, thalam, tri_tal, rupaka, taala, tāla, thaalam, jati, taal, tal, tāl","A Tala, sometimes spelled Titi or Pipi, literally means a ""clap, tapping one's hand on one's arm, a musical measure"".",sooltâl,YES
,bn:03416875n,,"tala, taalam, thalam, tri_tal, rupaka, taala, tāla, thaalam, jati, taal, tal, tāl","A Tala, sometimes spelled Titi or Pipi, literally means a ""clap, tapping one's hand on one's arm, a musical measure"".",tivra,YES
,bn:03416875n,,"tala, taalam, thalam, tri_tal, rupaka, taala, tāla, thaalam, jati, taal, tal, tāl","A Tala, sometimes spelled Titi or Pipi, literally means a ""clap, tapping one's hand on one's arm, a musical measure"".",dipchandi,YES
,bn:03416875n,,"tala, taalam, thalam, tri_tal, rupaka, taala, tāla, thaalam, jati, taal, tal, tāl","A Tala, sometimes spelled Titi or Pipi, literally means a ""clap, tapping one's hand on one's arm, a musical measure"".",kaharwa,YES
