wn_synset,bn:id,pos,lemmata EN,definition,lemmata ES,is it related to music?,note
,bn:00026140n,,"thirty-second_note, demisemiquaver, 32nd_note, huitième_de_soupir, demisemiquaver_rest, huitieme_de_soupir, thirty-second_notes, thirty-second_rest, triple-croche, biscroma, thirty_second_note, 𝅀, triple_croche, zweiunddreissigstel-note, thirty-second-note",A musical note having the time value of a thirty-second of a whole note,fusa,YES,
,bn:00026140n,,"thirty-second_note, demisemiquaver, 32nd_note, huitième_de_soupir, demisemiquaver_rest, huitieme_de_soupir, thirty-second_notes, thirty-second_rest, triple-croche, biscroma, thirty_second_note, 𝅀, triple_croche, zweiunddreissigstel-note, thirty-second-note",A musical note having the time value of a thirty-second of a whole note,demisemiquaver,YES,
,bn:00026140n,,"thirty-second_note, demisemiquaver, 32nd_note, huitième_de_soupir, demisemiquaver_rest, huitieme_de_soupir, thirty-second_notes, thirty-second_rest, triple-croche, biscroma, thirty_second_note, 𝅀, triple_croche, zweiunddreissigstel-note, thirty-second-note",A musical note having the time value of a thirty-second of a whole note,32a_nota,YES,
,bn:00797855n,,furiant,"A furiant is a rapid and fiery Bohemian dance in alternating 2/4 and 3/4 time, with frequently shifting accents; or, in ""art music"", in 3/4 time ""with strong accents forming pairs of beats"".",furiant,YES,
,bn:00241304n,,funky_house,"Funky house is a subgenre of house music that uses disco and funk samples, a funk-inspired bass line or a strong soul influence, combined with drum breaks that draw inspiration from 1970s and 1980s funk records.",funky_house,YES,
,bn:02862293n,,funkstep,"Funkstep is a style of electronic dance music and a subgenre of drum and bass, dubstep and also of funky house.",funkstep,YES,
,bn:02946651n,,"funk_rock, funk-rock, rock_funk, rock-funk, funkrock",Funk rock is a fusion genre that mixes elements of funk and rock.,funk_rock,YES,
,bn:02946651n,,"funk_rock, funk-rock, rock_funk, rock-funk, funkrock",Funk rock is a fusion genre that mixes elements of funk and rock.,funk-rock,YES,
,bn:00959612n,,"funk_metal, funk-metal, thrash_funk, funkcore, hardcore_funk",Funk metal is a fusion genre of funk rock and alternative metal which infuses heavy metal music with elements of funk and punk rock.,funk_metal,YES,
,bn:00959612n,,"funk_metal, funk-metal, thrash_funk, funkcore, hardcore_funk",Funk metal is a fusion genre of funk rock and alternative metal which infuses heavy metal music with elements of funk and punk rock.,funk-metal,YES,
,bn:00959612n,,"funk_metal, funk-metal, thrash_funk, funkcore, hardcore_funk",Funk metal is a fusion genre of funk rock and alternative metal which infuses heavy metal music with elements of funk and punk rock.,metal_funk,YES,
,bn:03268776n,,"funk_carioca, brazilian_funk, favela_funk, baile_funk, funk_ball, funk_do_rio, créu, funk_balls, rio_funk","Funk carioca, also known as favela funk and, in other parts in the world, baile funk, is a hip hop style from Rio de Janeiro, derived from Miami bass and gangsta rap music.",funk_carioca,YES,
,bn:03268776n,,"funk_carioca, brazilian_funk, favela_funk, baile_funk, funk_ball, funk_do_rio, créu, funk_balls, rio_funk","Funk carioca, also known as favela funk and, in other parts in the world, baile funk, is a hip hop style from Rio de Janeiro, derived from Miami bass and gangsta rap music.",baile_funk,YES,
,bn:03268776n,,"funk_carioca, brazilian_funk, favela_funk, baile_funk, funk_ball, funk_do_rio, créu, funk_balls, rio_funk","Funk carioca, also known as favela funk and, in other parts in the world, baile funk, is a hip hop style from Rio de Janeiro, derived from Miami bass and gangsta rap music.",funk_de_favela,YES,
,bn:03268776n,,"funk_carioca, brazilian_funk, favela_funk, baile_funk, funk_ball, funk_do_rio, créu, funk_balls, rio_funk","Funk carioca, also known as favela funk and, in other parts in the world, baile funk, is a hip hop style from Rio de Janeiro, derived from Miami bass and gangsta rap music.",funk_brasileño,YES,
,bn:03268776n,,"funk_carioca, brazilian_funk, favela_funk, baile_funk, funk_ball, funk_do_rio, créu, funk_balls, rio_funk","Funk carioca, also known as favela funk and, in other parts in the world, baile funk, is a hip hop style from Rio de Janeiro, derived from Miami bass and gangsta rap music.",funk_brasilero,YES,
,bn:03268776n,,"funk_carioca, brazilian_funk, favela_funk, baile_funk, funk_ball, funk_do_rio, créu, funk_balls, rio_funk","Funk carioca, also known as favela funk and, in other parts in the world, baile funk, is a hip hop style from Rio de Janeiro, derived from Miami bass and gangsta rap music.",funk_de_río_de_janeiro,YES,
,bn:03268776n,,"funk_carioca, brazilian_funk, favela_funk, baile_funk, funk_ball, funk_do_rio, créu, funk_balls, rio_funk","Funk carioca, also known as favela funk and, in other parts in the world, baile funk, is a hip hop style from Rio de Janeiro, derived from Miami bass and gangsta rap music.",funk_brasileno,YES,
,bn:03268776n,,"funk_carioca, brazilian_funk, favela_funk, baile_funk, funk_ball, funk_do_rio, créu, funk_balls, rio_funk","Funk carioca, also known as favela funk and, in other parts in the world, baile funk, is a hip hop style from Rio de Janeiro, derived from Miami bass and gangsta rap music.",funk_de_río,YES,
,bn:00737410n,,"fade, crossfader, fade-out, pre-fader_listening, pre_fade_listener, cross-fader, pfl_-_pre-fader_listen, fader, crossfade","In audio engineering, a fade is a gradual increase or decrease in the level of an audio signal.",fundido,YES,
,bn:00737410n,,"fade, crossfader, fade-out, pre-fader_listening, pre_fade_listener, cross-fader, pfl_-_pre-fader_listen, fader, crossfade","In audio engineering, a fade is a gradual increase or decrease in the level of an audio signal.",crossfader,YES,
,bn:00737410n,,"fade, crossfader, fade-out, pre-fader_listening, pre_fade_listener, cross-fader, pfl_-_pre-fader_listen, fader, crossfade","In audio engineering, a fade is a gradual increase or decrease in the level of an audio signal.",fade-out,YES,
,bn:00737410n,,"fade, crossfader, fade-out, pre-fader_listening, pre_fade_listener, cross-fader, pfl_-_pre-fader_listen, fader, crossfade","In audio engineering, a fade is a gradual increase or decrease in the level of an audio signal.",crossfade,YES,
,bn:03101468n,,"off-key, off_key, offkey, off-note","Off-key is musical content that is not at the expected frequency or pitch period, either with respect to some absolute reference frequency, or in a ratiometric sense, or pitch intervals not well-defined in the ratio of small whole numbers.",fuera_de_tono,YES,
,bn:03551370n,,"frottola, frottole",The frottola was the predominant type of Italian popular secular song of the late fifteenth and early sixteenth century.,frottola,YES,
,bn:03551370n,,"frottola, frottole",The frottola was the predominant type of Italian popular secular song of the late fifteenth and early sixteenth century.,fróttola,YES,
,bn:03464733n,,"lead_vocalist, front_man, lead_singer, frontwoman, lead_vocals, lead_vocal, front_person, lead-singer, lead_voice, main_vocalist, lead_singers, bandleader, front_woman, frontman",The lead vocalist in popular music is typically the member of a group or band whose voice is the most prominent melody in a performance where multiple voices may be heard.,frontman,YES,
,bn:03464733n,,"lead_vocalist, front_man, lead_singer, frontwoman, lead_vocals, lead_vocal, front_person, lead-singer, lead_voice, main_vocalist, lead_singers, bandleader, front_woman, frontman",The lead vocalist in popular music is typically the member of a group or band whose voice is the most prominent melody in a performance where multiple voices may be heard.,líder,YES,
,bn:03464733n,,"lead_vocalist, front_man, lead_singer, frontwoman, lead_vocals, lead_vocal, front_person, lead-singer, lead_voice, main_vocalist, lead_singers, bandleader, front_woman, frontman",The lead vocalist in popular music is typically the member of a group or band whose voice is the most prominent melody in a performance where multiple voices may be heard.,voz_principal,YES,
,bn:03464733n,,"lead_vocalist, front_man, lead_singer, frontwoman, lead_vocals, lead_vocal, front_person, lead-singer, lead_voice, main_vocalist, lead_singers, bandleader, front_woman, frontman",The lead vocalist in popular music is typically the member of a group or band whose voice is the most prominent melody in a performance where multiple voices may be heard.,vocalista,YES,
,bn:03464733n,,"lead_vocalist, front_man, lead_singer, frontwoman, lead_vocals, lead_vocal, front_person, lead-singer, lead_voice, main_vocalist, lead_singers, bandleader, front_woman, frontman",The lead vocalist in popular music is typically the member of a group or band whose voice is the most prominent melody in a performance where multiple voices may be heard.,front_person,YES,
,bn:03464733n,,"lead_vocalist, front_man, lead_singer, frontwoman, lead_vocals, lead_vocal, front_person, lead-singer, lead_voice, main_vocalist, lead_singers, bandleader, front_woman, frontman",The lead vocalist in popular music is typically the member of a group or band whose voice is the most prominent melody in a performance where multiple voices may be heard.,cantante_principal,YES,
,bn:03464733n,,"lead_vocalist, front_man, lead_singer, frontwoman, lead_vocals, lead_vocal, front_person, lead-singer, lead_voice, main_vocalist, lead_singers, bandleader, front_woman, frontman",The lead vocalist in popular music is typically the member of a group or band whose voice is the most prominent melody in a performance where multiple voices may be heard.,vocalista_lider,YES,
,bn:03464733n,,"lead_vocalist, front_man, lead_singer, frontwoman, lead_vocals, lead_vocal, front_person, lead-singer, lead_voice, main_vocalist, lead_singers, bandleader, front_woman, frontman",The lead vocalist in popular music is typically the member of a group or band whose voice is the most prominent melody in a performance where multiple voices may be heard.,frontwoman,YES,
,bn:03464733n,,"lead_vocalist, front_man, lead_singer, frontwoman, lead_vocals, lead_vocal, front_person, lead-singer, lead_voice, main_vocalist, lead_singers, bandleader, front_woman, frontman",The lead vocalist in popular music is typically the member of a group or band whose voice is the most prominent melody in a performance where multiple voices may be heard.,líder_musical,YES,
,bn:03464733n,,"lead_vocalist, front_man, lead_singer, frontwoman, lead_vocals, lead_vocal, front_person, lead-singer, lead_voice, main_vocalist, lead_singers, bandleader, front_woman, frontman",The lead vocalist in popular music is typically the member of a group or band whose voice is the most prominent melody in a performance where multiple voices may be heard.,vocalista_líder,YES,
,bn:01467658n,,"french_house, disco_house, tekfunk, french_touch, french_house_music, neu-disco","French house, also known as French touch, filter house and tekfunk, is a style of house music originally produced by French musicians in the 1990s.",french_house,YES,
,bn:01467658n,,"french_house, disco_house, tekfunk, french_touch, french_house_music, neu-disco","French house, also known as French touch, filter house and tekfunk, is a style of house music originally produced by French musicians in the 1990s.",french_groove,YES,
,bn:01467658n,,"french_house, disco_house, tekfunk, french_touch, french_house_music, neu-disco","French house, also known as French touch, filter house and tekfunk, is a style of house music originally produced by French musicians in the 1990s.",toque_francés,YES,
,bn:01467658n,,"french_house, disco_house, tekfunk, french_touch, french_house_music, neu-disco","French house, also known as French touch, filter house and tekfunk, is a style of house music originally produced by French musicians in the 1990s.",casa_francesa,YES,
,bn:03094896n,,"freestyle_rap, freestyling, cypher, freestyle_battle/mergefrom_battle_rap, freestyle_rapper, freestyle_rappers, freestyle_battles, freestyle_battle/mergefrom_battle_rapper, total_slaughter, freestyle_rapping, freestyle_battle, freestyle_raps",A form of rapping in which the emcee makes up lyrics while rapping.,freestyle_rap,YES,
,bn:03094896n,,"freestyle_rap, freestyling, cypher, freestyle_battle/mergefrom_battle_rap, freestyle_rapper, freestyle_rappers, freestyle_battles, freestyle_battle/mergefrom_battle_rapper, total_slaughter, freestyle_rapping, freestyle_battle, freestyle_raps",A form of rapping in which the emcee makes up lyrics while rapping.,freestyle,YES,
,bn:03094896n,,"freestyle_rap, freestyling, cypher, freestyle_battle/mergefrom_battle_rap, freestyle_rapper, freestyle_rappers, freestyle_battles, freestyle_battle/mergefrom_battle_rapper, total_slaughter, freestyle_rapping, freestyle_battle, freestyle_raps",A form of rapping in which the emcee makes up lyrics while rapping.,batalla_de_estilo_libre,YES,
,bn:03094896n,,"freestyle_rap, freestyling, cypher, freestyle_battle/mergefrom_battle_rap, freestyle_rapper, freestyle_rappers, freestyle_battles, freestyle_battle/mergefrom_battle_rapper, total_slaughter, freestyle_rapping, freestyle_battle, freestyle_raps",A form of rapping in which the emcee makes up lyrics while rapping.,batallas_de_rap,YES,
,bn:00199572n,,"latin_freestyle, freestyle_music, freestyle, new_school_freestyle_house, freestyle_house, old_school_freestyle_house, freestylemusic, miami_freestyle",Latin freestyle or simply freestyle music is a form of electronic dance music that emerged in the New York metropolitan area in the 1980s.,freestyle,YES,
,bn:00199572n,,"latin_freestyle, freestyle_music, freestyle, new_school_freestyle_house, freestyle_house, old_school_freestyle_house, freestylemusic, miami_freestyle",Latin freestyle or simply freestyle music is a form of electronic dance music that emerged in the New York metropolitan area in the 1980s.,latin_freestyle,YES,
,bn:00199572n,,"latin_freestyle, freestyle_music, freestyle, new_school_freestyle_house, freestyle_house, old_school_freestyle_house, freestylemusic, miami_freestyle",Latin freestyle or simply freestyle music is a form of electronic dance music that emerged in the New York metropolitan area in the 1980s.,freestyle_music,YES,
,bn:00199572n,,"latin_freestyle, freestyle_music, freestyle, new_school_freestyle_house, freestyle_house, old_school_freestyle_house, freestylemusic, miami_freestyle",Latin freestyle or simply freestyle music is a form of electronic dance music that emerged in the New York metropolitan area in the 1980s.,estilo_libre,YES,
