wn_synset,bn:id,pos,lemmata EN,definition,lemmata FR,is it related to music?
,bn:14227466n,,"taille, taille_de_hautbois, alto_oboe, tenor_oboe","The taille, also called the taille de hautbois or the alto oboe, was a Baroque tenor oboe pitched in F. It had a straight body, an open bell, and two keys.","taille, taille_de_hautbois",YES
,bn:03758744n,,"taiko, japanese_drum, taiko_drum, wadaiko, japanese_taiko_drumming, ō-daiko, japanese_drums, chū-daiko, kumi-daiko, wa-daiko, taiko_music, hachijo_taiko, ōdaiko, chu-daiko, taiko_drummer, dadaiko, odaiko, taiko_bibliography, daiko, o-daiko, hachijo_daiko",Taiko are a broad range of Japanese percussion instruments.,"taiko, taïko",YES
,bn:03217362n,,"tacet, h-bar, multirest, tacet_al_fine, multiple-measure_rests, no_chord","Tacet is Latin which translates literally into English as "" is silent"".",tacet,YES
,bn:03031683n,,tabla_tarang,The tabla tarang is a melodic percussion instrument consisting of between ten and sixteen tuned dayan drums.,tabla_tarang,YES
,bn:02606525n,,taal,"The taal, manjira, jalra, or gini is a pair of clash cymbals, originating in the Indian subcontinent, which make high-pitched percussion sounds.","manjira, chinchir, talyoon, ghungrû ou kanjhyoon",YES
,bn:02334170n,,"systems_music, system_music","Systems music is music with sound continua which evolve gradually, often over very long periods of time.",systems_music,YES
,bn:02507891n,,sympitar,A Sympitar is a modern form of guitar combining functional aspects of the guitar and the Indian sitar.,sympitar,YES
,bn:02292913n,,symphonic_rock,Progressive rock subgenre,"rock_symphonique, classical_rock, symphonic_rock ",YES
,bn:02815783n,,"sympathy, sympathy_as_music_term","Sympathy is a short piece of instrumental, music, a type of bagatelle, that at the same time is a homage, a requiem for a special person.",sympathie,YES
,bn:02342167n,,"swing_jazz,  1930s_jazz, 1930s_in_jazz, jazz_in_the_1930s, jazz_in_1930s, the_1930s_in_jazz","Swing jazz emerged as a dominant form in American music, in which some virtuoso soloists became as famous as the band leaders.",swing_jazz,YES
,bn:02420996n,,sweet_spot,"The sweet spot is a term used by audiophiles and recording engineers to describe the focal point between two speakers, where an individual is fully capable of hearing the stereo audio mix the way it was intended to be heard by the mixer.",sweet_spot,YES
,bn:03626517n,,"sweep-picking, sweep, sweep_picking, sweep_guitar, sweep_pick, sweep-tapping, sweep_method, sweeping",Sweep picking is a guitar playing technique.,"sweeping, sweep-picking, cueillette_de_balayage",YES
,bn:03644395n,,"swedish_ballad_tradition, scandinavian_ballad_tradition",The Scandinavian ballad tradition is the tradition of Scandinavian poetic singer-songwriters.,musique_traditionnelle_suédoise,YES
,bn:03791173n,,"swamp_rock, swamp_pop, swamp_pop_music, swamp-pop",Swamp pop is a music genre indigenous to the Acadiana region of southwest Louisiana and an adjoining section of southeast Texas.,"swamp_pop, swamp_rock, pop_marais, marais_rock",YES
,bn:03604304n,,suspended_cymbal,A suspended cymbal is any single cymbal played with a stick or beater rather than struck against another cymbal.,cymbale_suspendue,YES
,bn:02203569n,,"surdo, surdo_drum","The surdo is a large bass drum used in many kinds of Brazilian music, such as Axé/Samba-reggae and samba, where it plays the lower parts from a percussion section.",surdo,YES
,bn:03471196n,,"surbahar, sūrbahār, bass_sitar","Surbahar, sometimes known as bass sitar, is a plucked string instrument used in the Hindustani classical music of the Indian subcontinent.",surbahar,YES
,bn:03323987n,,"supergroup, super_group, rock_supergroup, musical_supergroup, supergroup_band, super-group, all-star_band, supergroup,_superband, superband","A supergroup is a musical performing group whose members have successful solo careers, are members of other groups, or are well known in other musical professions.","supergroupe, super_groupe",YES
,bn:02872526n,,"sung_poetry, poezja_śpiewana, poezja_spiewana","Sung poetry is a broad and imprecise music genre widespread in European countries, such as Poland and the Baltic States, to describe songs consisting of a poem and music written specially for that text.","poésie_chantée, poesies-chantees, poésies-chantées",YES
,bn:02439299n,,"sundari, sundri",The sundari or sundri is a double reed wind instrument.,sundari,YES
,bn:03409504n,,"suikinkutsu, sui-kin-kutsu, tosuimon, 水琴窟, suikinkutu",A suikinkutsu is a type of Japanese garden ornament and music device.,suikinkutsu,YES
,bn:03301402n,,sufi_music,"Sufi music is the devotional music of the Sufis, inspired by the works of Sufi poets, like Rumi, Hafiz, Bulleh Shah, Amir Khusrow and Khwaja Ghulam Farid.",musique_soufie,YES
,bn:03225314n,,"sub-saharan_african_music_traditions, east_african_music, music_of_sub-saharan_africa, list_of_sub-saharan_african_folk_music_traditions, mangwilo, list_of_sub-saharan_african_music_traditions, sub-saharan_music, sub-saharan_african_music","In many parts of sub-Saharan Africa, the use of music is not limited to entertainment: it serves a purpose to the local community and helps in the conduct of daily routines.",traditions_musicales_africaines_sub-sahariennes,YES
,bn:03415461n,,"stylus_fantasticus, stylus_phantasticus",The stylus fantasticus is a style of early baroque music.,"stylus_phantasticus, stylus_fantasticus",YES
,bn:03304896n,,"sturm_und_drang, sturm-und-drang, sturm_and_drang, storm_and_stress, storm-and-stress_period, storm_and_urge, sturm_and_drang_society",Sturm und Drang was a proto-Romantic movement in German literature and music that occurred between the late 1760s and early 1780s.,"sturm_und_drang, tempête_et_passion",YES
,bn:03786853n,,studio_band,A studio band is a musical band that is in regular employment of a music recording business for the purpose of playing music on recordings featuring a separate performer.,"studio_band, groupe_studio",YES
,bn:16952434n,,"strum, strummingly, strummers, thrummingly, strummed, thrummed, thrummers, up_stroke, guitar_strum, strumming, thrummer, guitar_stroke, strumming_pattern, rhythm_guitar_pattern, strums","In music, strumming is a way of playing a stringed instrument such as a guitar, ukulele, or mandolin.","battement, strumming",YES
,bn:03353979n,,"strophic_form, chorus_form, strophic_structure, strophic_song, verse-repeating, modified_strophic, strophic, aaa_song_form, one-part_song_form","Strophic form – also called verse-repeating form, chorus form, AAA song form, or one-part song form – is a song structure in which all verses or stanzas of the text are sung to the same music.","forme_strophique, strophique",YES
,bn:17258395n,,"stronda_music, stronda","Stronda is a subgenre of Brazilian hip hop music and a cross-genre that has elements of hip hop, funk, pop, surf music and rock that started in 2004 specifically in Rio de Janeiro with the group Prexeca Bangers Making music counting your day-to-day, a different kind of music, a ""hip hop porn"" in a short time it was heard by many young people, but have always been censored by the press.",stronda,YES
,bn:03493234n,,string_skipping,String skipping is a guitar-playing technique that is used mainly for solos and complex riffs in rock and heavy metal songs.,string_skipping,YES
,bn:03509278n,,string_sextet,"In classical music, a string sextet is a composition written for six string instruments, or a group of six musicians who perform such a composition.",sextuor_à_cordes,YES
,bn:02172719n,,string_piano,"String piano is a term coined by American composer-theorist Henry Cowell to collectively describe those pianistic extended techniques in which sound is produced by direct manipulation of the strings, instead of or in addition to striking the piano's keys.",piano_à_cordes,YES
,bn:03780067n,,"string_harmonic, guitar_harmonic, artificial_harmonics, tap_harmonics, guitar_harmonics, tapped_harmonic, ghost_harmonic, pinched_harmonic, artificial_harmonic, tap_harmonic, artifical_harmonic, false_harmonic, harp_harmonic, pinch_harmonics, string_harmonics",Playing a string harmonic is a string instrument technique that uses the nodes of natural harmonics of a musical string to isolate overtones.,harmonique_à_cordes,YES
,bn:02287089n,,string_band,A string band is an old-time music or jazz ensemble made up mainly or solely of string instruments.,"orchestre_à_cordes, orchestre_d'instruments_à_cordes, string_band",YES
,bn:02421166n,,street_date,"In business, a street date is the date a particular product is to be released for sale to the general public.",date_de_sortie,YES
,bn:03820330n,,"strathspey, strathspeys",A strathspey is a type of dance tune in 44 time.,strathspey,YES
,bn:03245008n,,"straight-ahead_jazz, straightahead_jazz",Straight-ahead jazz refers to jazz music that eschews the rock music influences that began to appear in jazz during the late 1960s.,jazz_straight-ahead,YES
,bn:15884148n,,"stile_rappresentativo, representative_style",Stile rappresentativo is an Italian opera term.,"stile_rappresentativo, style_représentatif",YES
,bn:03199891n,,"stile_moderno, seconda_pratica, seconda_practica, seconda_prattica","Seconda pratica, Italian for ""second practice"", is the counterpart to prima pratica and is sometimes referred to as Stile moderno.",seconda_pratica,YES
,bn:02990499n,,"stile_antico, prima_pratica, prima_prattica","Stile antico, is a term describing a manner of musical composition from the sixteenth century onwards that was historically conscious, as opposed to stile moderno, which adhered to more modern trends.",stile_antico,YES
,bn:02348645n,,"stem, note_stem, music_stem","In musical notation, stems are the, ""thin, vertical lines that are directly connected to the head.""","hampe, tige, hampes, tige_de_note_entière",YES
,bn:17331094n,,"stem, audio_stem","In audio production, a stem is a discrete or grouped collection of audio sources mixed together, usually by one person, to be dealt with downstream as one unit.",stem,YES
,bn:02438939n,,"stealth_disco, stealthdisco",Stealth disco refers to the act of being videotaped dancing or rocking out behind or near someone who is doing something serious and does not notice.,"Stealth_disco, discothèque_furtive",YES
,bn:03135135n,,"standard_tuning, a9sus4/e, em7add11, eadgbe","In music, standard tuning refers to the typical tuning of a string instrument.",accordage_standard,YES
,bn:03062504n,,"stan, stan_fan, the_nekci_menij_show","A stan is an avid fan and supporter of a celebrity, franchise, film, or group, often a rock/pop musician.","stan, stan_fan",YES
,bn:03095106n,,"stage_diving, stage-dive, stagedive, stagediving, stage-diving","Stage diving is the act of leaping from a concert stage onto the crowd below, which occasionally causes serious injuries.","stage_diving, plongée_de_la_scène",YES
,bn:03091164n,,"staccato, stacatto, 𝅾, 𝅼, puntato, stakato, stocatto, pontar, staccatissimo, stacato, staccatto",Staccato is a form of musical articulation.,staccato,YES
,bn:03895059n,,"spinto, spinto_mezzo-soprano, spinto_tenor, tenore_spinto, lirico-spinto",Spinto is a vocal term used to characterize a soprano or tenor voice of a weight between lyric and dramatic that is capable of handling large musical climaxes in opera at moderate intervals.,spinto,YES
,bn:03556679n,,"speedcore, splittercore, hypertone, extratone, flashcore, speed_hardcore",Speedcore is a form of hardcore that is characterized by a high tempo and aggressive themes.,"speedcore, splittercore, extratone",YES
,bn:02327170n,,"speed_metal, fast_metal, speed_rock, speed-metal, sped_metal",Speed metal is an extreme subgenre of heavy metal music that originated in the late 1970s from new wave of British heavy metal roots.,"speed_metal, speed_métal",YES
,bn:03578092n,,"speed_garage, plus-8","Speed garage is a genre of electronic dance music, associated with the UK garage scene.","speed_garage, ukg, speedgarage",YES
,bn:03475418n,,"space_age_pop, space_age_music, futuristic_lounge_music, space_pop, space-age_pop",Space age pop is a subgenre of pop and easy listening music associated with Mexican and American composers and songwriters in the space age of the 1950s and 1960s.,space_age_pop,YES
,bn:13886695n,,"southern_gospel, southern_gospel_music, white_gospel",Southern gospel music is a genre of Christian music.,southern_gospel,YES
,bn:03548344n,,south_african_jazz,South African jazz is the jazz of South Africa.,jazz_sud-africain,YES
,bn:02699835n,,"source_music, source_score, diegetic_music, diegetic_score","Source music refers to music in a drama that is part of the fictional setting and so, presumably, is heard by the characters.",source_music,YES
