wn_synset,bn:id,lemmata EN,definition,lemmata DE,is it related to music?
,bn:00431934n,trallalero,"Trallalero is a kind of polyphonic folk music from the Ligurian region of Genoa, in northern Italy.",trallalero,YES
,bn:01308883n,trallpunk,Trallpunk is a subgenre of punk music developed in Sweden.,trallpunk,YES
,bn:02510701n,"electronicore, trancecore, electronic_metalcore, electronic_post-hardcore, synth_metal, electronicore_artists, electronicore_bands, electronicore_music, electronic-hardcore, list_of_electronicore_artists, synth-core","Electronicore is a fusion genre of metalcore with elements of various electronic music genres, often including trance, electronica, and dubstep.","trancecore, electrocore",YES
,bn:02262307n,"dream_trance, dream_house, dream_house_music",An early subgenre of trance music that peaked prominently on the international dance scene between 1995 and 1998.,traum_trance-sound,YES
,bn:17109292n,,Muziekalbum,träume,NO
,bn:02686141n,"madrigal, trecento_madrigal, trecento-madrigal, marigalis, madregal, matricale, madriale",The Trecento Madrigal is an Italian musical form of the 14th century.,"trecento-madrigal, madrigal",YES
,bn:02061229n,tribal_house,Tribal house is a subgenre of house music which combines traditional house music with world music.,"tribal_house, deep_dark_tribal_house, balearic_tribal_house",YES
,bn:02358848n,"trip_hop, american_trip_hop, the_bristol_sound, trip-hop, 2000s_trip_hop, triphop, chillhop, post_trip_hop, trip_rock, post-trip_hop, bristol_sound, 1990s_trip_hop","Trip hop is a musical genre that originated in the early 1990s in the United Kingdom, especially Bristol.","trip-hop, triphop, trip_hop, bristol_sound",YES
,bn:02280488n,"tropipop, tropi_pop, tropi-pop",Tropipop is a music genre that developed in Colombia in the late 1990s and early 2000s.,tropipop,YES
,bn:00364712n,"trot, trot_music, yuhaeng_changga, ppongjjak, 트로트, trot_(music, teuroteu, teurotteu, ppongtchak, trot_song","Trot is a genre of Korean popular music, known for its use of repetitive rhythm and vocal inflections.","trot, trab",YES
,bn:01197756n,trova,Trova ˈt̪ɾoβa is a style of Cuban popular music originating in the 19th century.,trova,YES
,bn:00243528n,"turbo-folk, turbo_folk, turbo-folk_music, turbofolk","Turbo-folk is subgenre of contemporary pop music made in the West Balkans, that initially developed during the 1980s and 1990s, with similar music styles in Bulgaria, Romania and Albania.","turbofolk, turbo-folk, turbo_folk",YES
,bn:01560295n,"turkish_folk_music, anatolian_folk_music, tuerkue, traditional_music_of_turkey, türkü, turkish_folk_song, türküs",Turkish folk music combines the distinct cultural values of all civilisations that have lived in Turkey and its former territories in Europe and Asia.,"türkische_volksmusik, türkischen_volksmusik",YES
,bn:03083688n,"turkish_pop_music, turkpop, popular_music_in_turkey, turkish_pop","Turkish pop music had its beginnings in the late 1950s with Turkish cover versions of a wide range of imported popular styles, including rock and roll, tango, and jazz.",türkischen_popmusik,YES
,bn:03303947n,türkü,Name given to Turkish folk songs as opposed to şarkı,"türkü, turku",YES
,bn:00008172n,"tutu, ballet_tutu, ballet_skirt, ballerina_tootoo, ballet_dress",Very short skirt worn by ballerinas,"tutu, tütü, ballettkleid, ballett-tutu, röckchen",YES
,bn:14215583n,,Muziekalbum van Reinhard Mey,"über_den_wolken, über_den_wolken_-_67_lieder_aus_4_jahrzehnten",NO
,bn:00024018n,"crosstalk, xt",The presence of an unwanted signal via an accidental coupling,"übersprechen, nebensprechen, xt",YES
,bn:01395621n,"uk_funky, uk_funky_house","UK funky is a genre of dance music from the United Kingdom that is heavily influenced by Soulful house, soca, tribal house, UK garage, broken beat and grime.",uk_funky,YES
,bn:01050693n,uk_hardcore,Genre of music,uk_hardcore,YES
,bn:00495071n,"ukrainian_folk_music, ukrainian_folk_songs, ukrainian_traditional_song, ethnic_ukrainian_music, ukrainian_folk_instruments, ukrainian_folk_song, ukrainian_folk_instrument","Ukrainian folk music includes a number of varieties of traditional, folkloric, folk-inspired popular and folk-inspired classical traditions.","ukrainische_volkslieder, ukrainische_volksmusik",YES
,bn:14121035n,,Muziekalbum,ungeschminkt,NO
,bn:01162990n,"united_states_military_bands, u.s._army_bands, service_band, u.s._military_bands, service_bands","United States military bands include musical ensembles maintained by the United States Army, United States Marine Corps, United States Navy, United States Air Force, and United States Coast Guard.",united_states_militärkapellen,YES
,bn:14561952n,,Unplugged ist der Titel des im November 2012 veröffentlichten Soloalbums des US-amerikanischen Gitarristen und Sängers John Corabi.,unplugged,NO
,bn:17089916n,,"Unüberwindlich starker Held, Sankt Michael ist ein geistliches Lied mit kulturgeschichtlicher Bedeutung.","unüberwindlich_starker_held,_sankt_michael, unüberwindlich_starker_held",NO
,bn:02360728n,"uplifting_trance, anthem_trance, epic_trance, euphoric_trance, epic","A large subgenre of trance music, named for the feeling which listeners claim to get (often described as a ""rush"").","uplifting_trance, anthem_trance, epic_trance",YES
,bn:00520750n,,Optional.empty,urumee,YES
,bn:01384747n,"usul, rhythm_in_turkish_music","In Ottoman classical music, usul is an underlying rhythmic cycle that complements the melodic rhythm and sometimes helps shape the overall structure of a composition.",usul,YES
,bn:03724750n,"venetian_polychoral_style, cori_spezzati, coro_spezzato",The Venetian polychoral style was a type of music of the late Renaissance and early Baroque eras which involved spatially separate choirs singing in alternation.,"venezianische_mehrchörigkeit, coro-spezzato-technik, coro_spezzato, cori-spezzati-technik, doppelchor, mehrchörigkeit, cori_spezzati, venezianischen_mehrchörigkeit_stil",YES
,bn:03137750n,"verbunkos, hongroise, verbuňk, slovácko_verbuňk, verbunko, verbunk","Verbunkos, other spellings being Verbounko, Verbunko, Verbunkas, Werbunkos, Werbunkosch, Verbunkoche; sometimes known simply as the hongroise or ungarischer Tanz is an 18th-century Hungarian dance and music genre.",verbunkos,YES
,bn:03270252n,verdiales,"Verdiales are a Flamenco music style, and song form belonging to cante chico.",verdiales,YES
,bn:16597587n,,Muziekalbum,verwunschen,NO
,bn:08669897n,,երաժշտական ալբոմ,viba_fembas_första_cd,NO
,bn:03278100n,"viking_rock, vikingarock, viking_punk","Viking rock is a rock music genre that takes much of its themes from 19th-century Viking romanticism, mixing it with elements of rockabilly, Oi!","vikingrock, viking_rock, vikingarock, wiking-rock",YES
,bn:02454285n,"villancico, vilancete, villancicos",The villancico or vilancete was a common poetic and musical form of the Iberian Peninsula and Latin America popular from the late 15th to 18th centuries.,"villancico, villancicos",YES
,bn:03022259n,"villanella, villanesca, villanesche, canzone_villanesca","In music, a villanella is a form of light Italian secular vocal music which originated in Italy just before the middle of the 16th century.","villanella, villanelle, villanesca, bauernlied",YES
,bn:10555617n,,Muziekalbum van Frida Ånnevik,ville_ord,NO
,bn:03375230n,,"Die Violotta ist eine Tenor-Viola, welche von dem deutschen Geigenbauer Alfred Stelzner erfunden wurde.",violotta,NO
,bn:08687566n,,երաժշտական ալբոմ,visor_till_jul,NO
,bn:03186144n,"visual_kei, angura_kei, japanese_glam_rock, osharee_kei, visual-kei, v-kei","Visual kei is a movement among Japanese musicians, that is characterized by the use of varying levels of make-up, elaborate hair styles and flamboyant costumes, often, but not always, coupled with androgynous aesthetics, similar to Western glam rock.","visual_kei, visual_rock, visu",YES
,bn:02405676n,vocalese,Vocalese is a style or musical genre of jazz singing in which words are added to an instrumental soloist's improvisation.,vocalese,YES
,bn:12856440n,,Optional.empty,volèm,NO
,bn:00966475n,"roots_revival, popularization_of_traditional_music, folk_revival, popularization_of_folk_music, folk_&_blues_revival, folk_music_revival",A roots revival is a trend which includes young performers popularizing the traditional musical styles of their ancestors.,"volksmusik_revival, folk-revival, wurzeln_wiederbelebung",YES
,bn:17278458n,,Von nah und fern ist das erste Videoalbum der Südtiroler Deutschrock-Band Frei.,von_nah_und_fern,NO
,bn:00448640n,"vọng_cổ, vong_co, vong_cổ",Vọng cổ is a Vietnamese song and musical structure used primarily in the cải lương theater music and nhạc tài tử chamber music of southern Vietnam.,"vọng_cổ, vong_co",YES
,bn:17091600n,,1970 song,"vorfreude,_schönste_freude",NO
,bn:08577809n,,երաժշտական ալբոմ,vulgära_vovvar,NO
,bn:16477711n,,Album by Debustrol,vyhlazení,NO
,bn:02038690n,waka_music,Waka music is a popular Islamic-oriented Yoruba musical genre.,waka_musik,YES
,bn:16614027n,,երաժշտական ալբոմ,was_ihr_wollt,NO
,bn:08642681n,,երաժշտական ալբոմ,waterpumpee,NO
,bn:03345993n,"waulking_song, oran_luaidh, òrain_luaidh","Waulking songs are Scottish folk songs, traditionally sung in the Gaelic language by women while fulling cloth.",waulking_song,YES
,bn:03644395n,"swedish_ballad_tradition, scandinavian_ballad_tradition",The Scandinavian ballad tradition is the tradition of Scandinavian poetic singer-songwriters.,"weise, schwedische_balladentradition",YES
,bn:03269942n,"secular_music, secular_songs",Non-religious secular music and sacred music were the two main genres of Western music during the Middle Ages and Renaissance era.,weltliche_musik,YES
,bn:17172461n,,Muziekalbum,wenn_das_so_ist,NO
,bn:14350972n,,Muziekalbum,wenn_der_anker_fällt,NO
,bn:15328931n,,1949 song composed by Jupp Schmitz with lyrics by Kurt Feltz performed by Jupp Schmitz,wer_soll_das_bezahlen?,NO
,bn:00962690n,"west_coast_blues, western_blues","The West Coast blues is a type of blues influenced by jazz and jump blues, with strong piano-dominated sounds and jazzy guitar solos, which originated from Texas blues players who relocated to California in the 1940s.",west_coast_blues,YES
,bn:01716682n,west_coast_jazz,West Coast jazz refers to styles of jazz that developed in Los Angeles and San Francisco during the 1950s.,"west_coast_jazz, west-coast-jazz",YES
,bn:00952845n,"west_coast_hip_hop, west_coast_hip-hop, west_coast_rap, mobb_music, bay_area_rappers, california_rap, westcoast_hip_hop, westcoast_rap, mobb, west_coast_rap-history, california_hip_hop, mixmaster_spade, west_coast_rapper, bay_area_rapper",West Coast hip hop is a regional genre of hip hop music that encompasses any artists or music that originated in the West Coast region of the United States.,"west_coast_rap, westcoast-hip-hop, westcoast-rap, westcoast_rap, west_coast_hip-hop",YES
,bn:00284803n,"west_end_theatre, west_end_musical, theatre_in_london, west_end, theatreland, west_end_theatres, london_stage, west_end_production, london_theatre, west_end_theater, west_end_play, west_end_revival, west_end_stage",West End theatre is mainstream professional theatre staged in the large theatres in and near the West End of London.,"west_end_theatre, west_end_theater, theatreland",YES
,bn:03452975n,"western_swing, country/western_swing, country_swing, texas_swing",Western swing music is a subgenre of American country music that originated in the late 1920s in the West and South among the region's Western string bands.,"western_swing, okie_jazz, south-western_swing, western_jazz",YES
,bn:13886695n,"southern_gospel, southern_gospel_music, white_gospel",Southern gospel music is a genre of Christian music.,white_gospel,YES
,bn:15496814n,,Muziekalbum,wie_wir_leben_wollen,NO
,bn:00773708n,,Optional.empty,wiederbelebung,YES
,bn:14393961n,,2014 song performed by Stefan Raab,"wir_kommen,_um_ihn_zu_holen",NO
,bn:02097833n,"witch_house, grave_wave, witch_hop, witch_hip_hop, screwgaze, rape_gaze, drag, crunk_shoegaze","Witch house is a dark, occult-themed electronic music microgenre and visual aesthetic that emerged in the late 2000s and early 2010s.","witch_house, hexenhaus",YES
,bn:15448903n,,Muziekalbum,"wolfgang_niedecken’s_bap_rockt_andere_kölsche_leeder, wolfgang_niedecken's_bap_rockt_andere_kölsche_leeder",NO
,bn:01285441n,"wonky, purple_sound, street_bass, wonky_music, aquacrunk, bristol_wonky","Wonky is a subgenre of electronic music known primarily for its off-kilter or “unstable” beats, as well as its eclectic blend of genres including hip hop, electro-funk, chiptune, jazz fusion, glitch, and crunk.","wonky, aquacrunk",YES
,bn:03234136n,"field_holler, field_call, field_hollers, worksong, hollerin'","The field holler or field call is a mostly historical type of vocal music sung by field slaves in the United States to accompany their tasked work, to communicate usefully, or to vent feelings.","worksong, worksongs, plantation_song, arbeitslieder, feld_brüllt, feld_holler",YES
,bn:01074056n,"worldbeat, world_beat",Worldbeat is a music genre that blends pop music or rock music with world music or traditional music.,"worldbeat, world_beat",YES
,bn:02249473n,"xote, xotis, xótis",Xote is a Brazilian music genre and dance with a binary or quaternary rhythm.,xote,YES
,bn:08570788n,,երաժշտական ալբոմ,xtrem,NO
,bn:03772317n,yass,"Yass is a Polish music style of avant-garde jazz which originated in the late 1980s, that mixes jazz, improvised music, punk rock, and folk.",yass,YES
,bn:01090327n,"ye-ye, yé-yé, iê-iê-iê, yeye, yeye_music, ye-yé, ye_ye, yéyé, yé_yé",Yé-yé was a style of pop music that emerged from Southern Europe in the early 1960s.,"yéyé, yeye, iê-iê-iê, yé-yé",YES
