wn_synset,bn:id,pos,lemmata EN,definition,is it related to music?,note,removed EN
,bn:02577148n,,"timbales, pailas, mini_timbales, timbalero, timbalito, attack_timbales, paila, tymbales",Timbales or pailas are shallow single-headed drums with metal casing.,YES,,
,bn:02578281n,,"american_fiddle, american_fiddling",American fiddle-playing began with the early settlers who found that the small viol family instruments were portable and rugged.,YES,,
,bn:02579215n,,"old_time_fiddle, oldtime_fiddle, old-time_fiddle, old_time_fiddling",Old time fiddle is a genre of American folk music.,YES,,
,bn:02579343n,,blues_fiddle,"""Blues fiddle"" is a generic term for bowed, stringed instruments played on the arm or shoulder that are used to play blues music.",YES,,
,bn:02580573n,,"cinquillo, baqueteo","A cinquillo is a typical Cuban/Caribbean rhythmic cell, used in the Cuban contradanza and the danzón.",YES,,
,bn:02582704n,,italian_overture,"The Italian overture is a piece of orchestral music which opened several operas, oratorios and other large-scale works in the late 17th and early 18th centuries.",YES,,
,bn:02586440n,,"métis_fiddle, metis_fiddle, métis_fiddling, metis_fiddling","Métis fiddle is the style that the Métis of Canada and Métis in the northern United States have developed to play the violin, solo and in folk ensembles.",YES,,
,bn:02587452n,,"turlutte, turlute","In Quebec, the turlutte is a form of traditional popular song, which is associated with specific melody ornaments.",YES,,
,bn:02587576n,,cajun_fiddle,Cajun fiddle music is a part of the American fiddle music canon.,YES,,
,bn:02588800n,,"bluegrass_fiddle, bluegrass_fiddling","Bluegrass fiddling is a distinctive style of American fiddle playing which is characterized by bold, bluesy improvisation, off-beat ""chopping"", and sophisticated use of both double-stops and old-time bowing patterns.",YES,,
,bn:02590365n,,"midwest_hip_hop, midwest_rap, midwestern_hip_hop, midwest_hip-hop, st._louis_rappers, mid_coast_rap, midwest_hop_hop, midwestern_rap, mid_coast_hip_hop, st._louis_hip_hop, midwestern_hip-hop",Midwest hip hop is a regional genre of hip hop music performed by artists from the Midwestern United States.,YES,,
,bn:02590452n,,"remote_recording, remote_recording_truck, remote_audio_recording, remote_concert_recording, location_recording, mobile_recording_truck, remote_truck","Remote recording, also known as location recording, is the act of making a high-quality complex audio recording of a live concert performance, or any other location recording that uses multitrack recording techniques outside of a recording studio.",YES,,
,bn:02592486n,,koron,"Koron means ""less than lower in pitch"" in Persian traditional music, and the koron symbol lowers a note by a quarter step.",YES,,
,bn:02592945n,,tunisian_underground_music,Tunisian underground music refers to music performed by Tunisian artists that play or compose in a style different from the established Tunisian mainstream.,YES,,
,bn:02594484n,,"friction_drum, furro, rommelpot, rommel_pot, reibtrommel, zambomba, friction_membranophone","A friction drum is a musical instrument found in various forms in Africa, Asia, Europe and South America.",YES,,
,bn:02597000n,,"klezmer_fiddle, klezmer_violin","Klezmer (Yiddish: Klezmer (כליזמר or קלעזמער, pl.",YES,,
,bn:02598531n,,"sihu, khuurchir",The sihu is a Chinese bowed string instrument Originally from Mongolia with four strings.,YES,,
,bn:02599325n,,"marfa, timki",Marfa also Timki is a single hemispherical drum or percussion instrument.,YES,,
,bn:02599611n,,"indian_folk_music, folk_music_of_india, folk_music_in_india, folk_music_india",Indian folk music is diverse because of India's vast cultural diversity.,YES,,
,bn:02601167n,,trigono,The trigono is a kind of a Greek auxiliary percussion instrument with three angles.,YES,,
,bn:02601960n,,verse_anthem,"In religious music, the verse anthem is a type of choral music, or song, distinct from the motet or 'full' anthem.",YES,,
,bn:02604800n,,"urtext_edition, urtext_editions","An urtext edition of a work of classical music is a printed version intended to reproduce the original intention of the composer as exactly as possible, without any added or changed material.",YES,,
,bn:02606495n,,toka,Toka is a popular and easily available musical instrument used in Assamese folk Music.,YES,,
,bn:02606525n,,taal,"The taal, manjira, jalra, or gini is a pair of clash cymbals, originating in the Indian subcontinent, which make high-pitched percussion sounds.",YES,,
,bn:02608206n,,"hand_drum, kundu_drums, hand_drums","A hand drum is any type of drum that is typically played with the bare hand rather than a stick, mallet, hammer, or other type of beater.",YES,,
,bn:02614300n,,"djembe, djimbe, jembe, jenbe, djembé, jembey, dyinbe, dgembe, djembefola, djembes, djembéfola, jem, sanbanyi, jimbe, djembey, yembe","A djembe or jembe is a rope-tuned skin-covered goblet drum played with bare hands, originally from West Africa.",YES,,
,bn:02614492n,,"darbuka, derbouka, derbuga, derabucca, dumbek, darabuke, derbuka, darbuga, darboukka, darbukka, derbukka, darabukka, darbouka",single-headed goblet drum found in the Middle East and North Africa,YES,,
,bn:02614586n,,"dholak, ḍhulkī, dhulka, dholaki, dholaks, dholki",The dholak is a two-headed hand-drum from the Indian subcontinent.,YES,,
,bn:02617855n,,"school_campus_song, campus_folk_song, taiwanese_folk_rock, campus_folk_rock, taiwanese_campus_folk_songs, taiwan_campus_folk_song, taiwanese_campus_folk_song","Taiwan campus folk song, campus folk song, or campus folk rock is a genre of Taiwanese Music with its roots as student songs in the campuses of Taiwanese universities during the 1970s.",YES,,
,bn:02618312n,,"malaysian_pop, m_pop, pop_yeh_yeh, m-pop, mpop, mpoce, pop_yeh-yeh","Malaysian pop, abbreviated as M-pop, refers to popular music forms in Malaysia.",YES,,
,,,,,,,
,bn:02622771n,,"vocoder, vocode, ralcwi, voice_coder, vocoding, channel_vocoder, vocorder, vocoded, vocoders, voice_encoder","A vocoder is a category of voice codec that analyzes and synthesizes the human voice signal for audio data compression, multiplexing, voice encryption or voice transformation.",YES,,
,bn:02623019n,,"amen_break, the_amen_break, amen_brother, amen,_brother, amen_breakbeat",The Amen break is a drum break that has been widely sampled in numerous music genres.,YES,,
,bn:02624442n,,"nashville_tuning, high_strung_tuning, high-strung_guitar, high-string_guitar, highstrung_guitar, nashville_strung_guitar","Nashville or high strung tuning refers to the practice of replacing the wound E, A, D and G strings on a six-string guitar with lighter gauge strings to allow tuning an octave higher than standard.",YES,,
,bn:02626362n,,"cd_sampler, sampler_album, sampler, promotional_sampler_album, promotional_sampler_for_the_album, promotional_cd, sampler_cd","A sampler, promotional compilation, or promo album is a type of compilation album generally offered at a reduced price to showcase an artist or a selection of artists signed to a particular record label.",YES,,
,bn:02630689n,,travel_guitar,Travel guitars are small guitars with a full or nearly full scale-length.,YES,,
,bn:02631465n,,"thematic_catalogue, thematic_catalog, catalog_of_works, catalog_of_composer's_works, music_index_system, catalogue_of_musical_compositions, composition_indexing_system, catalog_of_composer's_compositions, music_cataloguing_system, music_numbering_system, index_to_musical_works, catalogue_of_works, composition_numbering_system, index_of_composer's_works, index_of_musical_compositions, catalog_of_compositions, music_index, composer's_catalogue, index_of_a_composer's_works, index_to_a_composer's_works, catalogue_of_compositions, composition_numbering, catalog_of_a_composer's_compositions, music_indexing_system, composer_catalogue, index_of_a_composer's_compositions, index_of_compositions, index_to_musical_compositions, catalog_of_musical_compositions, catalogue_of_composer's_compositions, directory_of_works, catalog_of_a_composer's_works, catalogue_of_a_composer's_works, composer_indexing_system, composition_cataloguing_system, musical_composition_catalog, composition_index, index_of_composer's_compositions, index_to_a_composer's_compositions, composition_index_system, catalogue_of_a_composer's_compositions, catalog_of_musical_works, catalogue_of_composer's_works, composer_cataloguing_system, index_of_musical_works, catalogue_of_musical_works",A thematic catalogue is an index used to identify musical compositions through the citation of either the opening notes or main theme of the work.,YES,,
,bn:02642114n,,sarva,Sarva is a musical genre found in the Bushehr region of Iran.,YES,,
,bn:02645944n,,"music_of_athens,_georgia, music_of_athens_georgia, athens_rock, athens,_ga_music_scene, athens,_georgia_music_scene, music_of_athens,_ga","The music of Athens, Georgia, includes a wide variety of popular music and was an important part of the early evolution of alternative rock and new wave.",YES,,
,bn:02646859n,,"son_montuno, Son",Son montuno is a subgenre of son cubano developed by Arsenio Rodríguez in the 1940s.,YES,,
,bn:02647323n,,"changüí, changui, changuí","Changüí is a style of Cuban music which originated in the early 19th century in the eastern region of Guantánamo Province, specifically Baracoa.",YES,,
,bn:02650727n,,"filter, video_filter",A video filter is a software component that is used to decode audio and video.,YES,,
,bn:02652590n,,kidandali,Kidandali is a stylistic music genre featuring the use of native sounds and samples from Uganda.,YES,,
,bn:02654274n,,"dahu, da_hu, cizhonghu, xiaodihu",The dahu is a large bowed string instrument from China.,YES,,
,bn:02656669n,,"pop_sunda, sundanese_pop",Sundanese pop or Pop sunda is Indonesian pop music which is a blend of traditional Sundanese music with contemporary western pop music.,YES,,
,bn:02656728n,,"tumba_francesa, tumba_francesca, la_tumba_francesa, french_tumba","Tumba francesa is a secular Afro-Cuban genre of dance, song, and drumming that emerged in Oriente, Cuba.",YES,,
,bn:02658998n,,"contemporary_classical_music, contemporary_music, contemporary_classical_music_festivals, contemporary_classical_composer, contemporary_serious_music, list_of_contemporary_classical_music_festivals, 21st_century_music, contemporary_classical_music_festival, contemporary_art_music, contemporary_choral_music",Contemporary classical music is classical music composed close to the present day.,YES,,
,bn:02664389n,,"kontra, brácsa","A kontra is a Hungarian, Czech, Polish, Romanian, Slovak and Romani instrument common in Transylvania.",YES,,
,bn:02665313n,,"protein_music, dna_music",Protein Music is a musical technique where music is composed by converting protein sequences or genes to musical notes.,YES,,
,bn:02665463n,,"guan, guan_zi, kuan-tzü, bili, houguan, guanzi, hou_guan",The guan is a Chinese double reed wind instrument.,YES,,
