wn_synset,bn:id,lemmata EN,definition,lemmata DE,is it related to music?
,bn:03778365n,"oi!, oi_punk, punk-skinheads, oi!_skin, oi_music, punk-skin, punk-skinhead, oi!_punk, oi!_skinhead, oi_punk_ideology, oi!_youth, oi, oi!_punk_ideology, oi!_oi!_oi!",Oi! is a subgenre of punk rock that originated in the United Kingdom in the late 1970s.,oi!,YES
,bn:03778365n,"oi!, oi_punk, punk-skinheads, oi!_skin, oi_music, punk-skin, punk-skinhead, oi!_punk, oi!_skinhead, oi_punk_ideology, oi!_youth, oi, oi!_punk_ideology, oi!_oi!_oi!",Oi! is a subgenre of punk rock that originated in the United Kingdom in the late 1970s.,oi!-punk,YES
,bn:03778365n,"oi!, oi_punk, punk-skinheads, oi!_skin, oi_music, punk-skin, punk-skinhead, oi!_punk, oi!_skinhead, oi_punk_ideology, oi!_youth, oi, oi!_punk_ideology, oi!_oi!_oi!",Oi! is a subgenre of punk rock that originated in the United Kingdom in the late 1970s.,oi_punk,YES
,bn:03778365n,"oi!, oi_punk, punk-skinheads, oi!_skin, oi_music, punk-skin, punk-skinhead, oi!_punk, oi!_skinhead, oi_punk_ideology, oi!_youth, oi, oi!_punk_ideology, oi!_oi!_oi!",Oi! is a subgenre of punk rock that originated in the United Kingdom in the late 1970s.,oi-punk,YES
,bn:03778365n,"oi!, oi_punk, punk-skinheads, oi!_skin, oi_music, punk-skin, punk-skinhead, oi!_punk, oi!_skinhead, oi_punk_ideology, oi!_youth, oi, oi!_punk_ideology, oi!_oi!_oi!",Oi! is a subgenre of punk rock that originated in the United Kingdom in the late 1970s.,oi-skinhead,YES
,bn:03778365n,"oi!, oi_punk, punk-skinheads, oi!_skin, oi_music, punk-skin, punk-skinhead, oi!_punk, oi!_skinhead, oi_punk_ideology, oi!_youth, oi, oi!_punk_ideology, oi!_oi!_oi!",Oi! is a subgenre of punk rock that originated in the United Kingdom in the late 1970s.,oi,YES
,bn:00795268n,"ondō, ondo",Ondō is a type of Japanese folk music genre.,ondo,YES
,bn:00718320n,"one-hit_wonder, one-hit_wonders, one_hit_wonders, two_hit_wonders, two-hit_wonder, 1_hit_wonder, one_hit_wonder, one-hit-wonder, two_hit_wonder, favorite_one_hit_wonders, one-hit_wonders_in_classical_music, one_note_wonder, two-hit_wonders","A one-hit wonder is any entity that achieves mainstream popularity, often for only one piece of work, and becomes known among the general public solely for that momentary success.",one-hit-wonder,YES
,bn:00718320n,"one-hit_wonder, one-hit_wonders, one_hit_wonders, two_hit_wonders, two-hit_wonder, 1_hit_wonder, one_hit_wonder, one-hit-wonder, two_hit_wonder, favorite_one_hit_wonders, one-hit_wonders_in_classical_music, one_note_wonder, two-hit_wonders","A one-hit wonder is any entity that achieves mainstream popularity, often for only one piece of work, and becomes known among the general public solely for that momentary success.",one_hit_wonder,YES
,bn:00718320n,"one-hit_wonder, one-hit_wonders, one_hit_wonders, two_hit_wonders, two-hit_wonder, 1_hit_wonder, one_hit_wonder, one-hit-wonder, two_hit_wonder, favorite_one_hit_wonders, one-hit_wonders_in_classical_music, one_note_wonder, two-hit_wonders","A one-hit wonder is any entity that achieves mainstream popularity, often for only one piece of work, and becomes known among the general public solely for that momentary success.",one-hit-wunder,YES
,bn:00648671n,"open_mic, open_mike, open_mic_night, open_mike_night, open_stage_night, open_mikes, open-mic, open_mic_event, open_spots, amateur_night","An open mic is a live show at a coffeehouse, nightclub, comedy club, strip club, institution or pub at which audience members who are amateur or professional may perform on stage, often for the first time, or to promote an upcoming performance.",open_mic,YES
,bn:00648671n,"open_mic, open_mike, open_mic_night, open_mike_night, open_stage_night, open_mikes, open-mic, open_mic_event, open_spots, amateur_night","An open mic is a live show at a coffeehouse, nightclub, comedy club, strip club, institution or pub at which audience members who are amateur or professional may perform on stage, often for the first time, or to promote an upcoming performance.",offenes_mikro,YES
,bn:00648671n,"open_mic, open_mike, open_mic_night, open_mike_night, open_stage_night, open_mikes, open-mic, open_mic_event, open_spots, amateur_night","An open mic is a live show at a coffeehouse, nightclub, comedy club, strip club, institution or pub at which audience members who are amateur or professional may perform on stage, often for the first time, or to promote an upcoming performance.",open_mic_session,YES
,bn:00648671n,"open_mic, open_mike, open_mic_night, open_mike_night, open_stage_night, open_mikes, open-mic, open_mic_event, open_spots, amateur_night","An open mic is a live show at a coffeehouse, nightclub, comedy club, strip club, institution or pub at which audience members who are amateur or professional may perform on stage, often for the first time, or to promote an upcoming performance.",open_mike,YES
,bn:03514673n,opera_semiseria,"Opera semiseria is an Italian genre of opera, popular in the early and middle 19th century.",opera_semiseria,YES
,bn:03514673n,opera_semiseria,"Opera semiseria is an Italian genre of opera, popular in the early and middle 19th century.",oper_semiseria,YES
,bn:02922041n,"opera_seria, serious_opera, opere_serie, neapolitan_opera, drama_per_musica, opera_serie","Opera seria is an Italian musical term which refers to the noble and ""serious"" style of Italian opera that predominated in Europe from the 1710s to about 1770.",opera_seria,YES
,bn:02922041n,"opera_seria, serious_opera, opere_serie, neapolitan_opera, drama_per_musica, opera_serie","Opera seria is an Italian musical term which refers to the noble and ""serious"" style of Italian opera that predominated in Europe from the 1710s to about 1770.",dramma_per_musica,YES
,bn:02922041n,"opera_seria, serious_opera, opere_serie, neapolitan_opera, drama_per_musica, opera_serie","Opera seria is an Italian musical term which refers to the noble and ""serious"" style of Italian opera that predominated in Europe from the 1710s to about 1770.",dramma_musicale,YES
,bn:02922041n,"opera_seria, serious_opera, opere_serie, neapolitan_opera, drama_per_musica, opera_serie","Opera seria is an Italian musical term which refers to the noble and ""serious"" style of Italian opera that predominated in Europe from the 1710s to about 1770.",dramma_in_musica,YES
,bn:03346223n,"opéra-ballet, opera-ballet, operas-ballet, opera_ballet, operas-ballets, opéra_ballet, opéras-ballet, opera-ballets, opéra-ballets, opéras-ballets","Opéra-ballet is a genre of French Baroque lyric theatre that was most popular during the 18th century, combining elements of opera and ballet, ""that grew out of the ballets à entrées of the early seventeenth century"".",opéra-ballet,YES
,bn:03346223n,"opéra-ballet, opera-ballet, operas-ballet, opera_ballet, operas-ballets, opéra_ballet, opéras-ballet, opera-ballets, opéra-ballets, opéras-ballets","Opéra-ballet is a genre of French Baroque lyric theatre that was most popular during the 18th century, combining elements of opera and ballet, ""that grew out of the ballets à entrées of the early seventeenth century"".",oper-ballett,YES
,bn:01050867n,"organ_repertoire, organ_literature, organ_music",The organ repertoire is considered to be the largest and oldest repertory of all musical instruments.,orgelmusik,YES
,bn:01329175n,"middle_eastern_music, middle-eastern_music, music_of_the_middle_east, middle_eastern_popular_music",Middle Eastern music refers to different various music styles that span across the Middle East.,orientalische_musik,YES
,bn:03160922n,"outlaw_country, outlaw_music","Outlaw country is a subgenre of American country music, most popular during the 1970s and early 1980s, sometimes referred to as the outlaw movement or simply outlaw music.",outlaw-bewegung,YES
,bn:00023268n,"couple, twosome, duo, duet",A pair who associate with one another,paar,YES
,bn:01764768n,pachanga,Pachanga is a genre of music which is described as a mixture of son montuno and merengue and has an accompanying signature style of dance.,pachanga,YES
,bn:01764768n,pachanga,Pachanga is a genre of music which is described as a mixture of son montuno and merengue and has an accompanying signature style of dance.,merenconga,YES
,bn:16452193n,,"Das Palladium ist ein Veranstaltungszentrum in Köln-Mülheim, das sich unmittelbar in der Nähe des E-Werks befindet.",palladium,YES
,bn:00377984n,"palm-wine_music, palm_wine_music",Palm-wine music is a West African musical genre.,palmwein_musik,YES
,bn:03370034n,"panning, panned_mono, panoramic_potentiometer, pan_pot, stereo-switching, stereo_switching, stereo_panning",Panning is the distribution of a sound signal into a new stereo or multi-channel sound field determined by a pan control setting.,panoramaregler,YES
,bn:03370034n,"panning, panned_mono, panoramic_potentiometer, pan_pot, stereo-switching, stereo_switching, stereo_panning",Panning is the distribution of a sound signal into a new stereo or multi-channel sound field determined by a pan control setting.,panoramasteller,YES
,bn:03370034n,"panning, panned_mono, panoramic_potentiometer, pan_pot, stereo-switching, stereo_switching, stereo_panning",Panning is the distribution of a sound signal into a new stereo or multi-channel sound field determined by a pan control setting.,panpot,YES
,bn:03370034n,"panning, panned_mono, panoramic_potentiometer, pan_pot, stereo-switching, stereo_switching, stereo_panning",Panning is the distribution of a sound signal into a new stereo or multi-channel sound field determined by a pan control setting.,richtungsmischer,YES
,bn:03370034n,"panning, panned_mono, panoramic_potentiometer, pan_pot, stereo-switching, stereo_switching, stereo_panning",Panning is the distribution of a sound signal into a new stereo or multi-channel sound field determined by a pan control setting.,panoramapotentiometer,YES
,bn:03370034n,"panning, panned_mono, panoramic_potentiometer, pan_pot, stereo-switching, stereo_switching, stereo_panning",Panning is the distribution of a sound signal into a new stereo or multi-channel sound field determined by a pan control setting.,überbasis,YES
,bn:03370034n,"panning, panned_mono, panoramic_potentiometer, pan_pot, stereo-switching, stereo_switching, stereo_panning",Panning is the distribution of a sound signal into a new stereo or multi-channel sound field determined by a pan control setting.,überbasisbereich,YES
,bn:03370034n,"panning, panned_mono, panoramic_potentiometer, pan_pot, stereo-switching, stereo_switching, stereo_panning",Panning is the distribution of a sound signal into a new stereo or multi-channel sound field determined by a pan control setting.,panning,YES
,bn:03438347n,"pansori, p'ansori, p’ansori, phansori",Pansori is a Korean genre of musical storytelling performed by a singer and a drummer.,pansori,YES
,bn:03438347n,"pansori, p'ansori, p’ansori, phansori",Pansori is a Korean genre of musical storytelling performed by a singer and a drummer.,p'ansori,YES
,bn:00005052n,"applauder, clapper, whip, slapstick",Someone who applauds,peitsche,YES
,bn:00005052n,"applauder, clapper, whip, slapstick",Someone who applauds,applauder,YES
,bn:03144061n,"pelog, pelog_bem, laras_pelog, pelog_selisir, pelog_barang, pélog","Pelog is one of the two essential scales of gamelan music native to Bali, Sundanese and Java, in Indonesia.",pelog,YES
,bn:03144061n,"pelog, pelog_bem, laras_pelog, pelog_selisir, pelog_barang, pélog","Pelog is one of the two essential scales of gamelan music native to Bali, Sundanese and Java, in Indonesia.",pélog,YES
,bn:03516425n,"permutation, musical_order, krebsgang, order","In music, a permutation of a set is any ordering of the elements of that set.",permutation,YES
,bn:02135486n,"iranian_pop_music, iranian_pop, persian_pop_music, persian_pop, aryan_pop_music","Iranian pop music or Persian pop music refers to pop music originated in Iran, with songs mainly in Persian and other regional languages of the country.",persischen_popmusik,YES
,bn:00384426n,"peruvian_rock, rock_in_peru, inca_rock, rock_peruano, peru_punk","Rock music entered the Peruvian scene in the late 1950s, through listening to performers like Elvis Presley, Buddy Holly and Bill Haley, who popularized rockabilly in the United States.",peruanische_rock-band,YES
,bn:03086320n,"peyote_song, peyote_songs, peyote_music","Peyote songs are a form of Native American music, now most often performed as part of the Native American Church.",peyote_song,YES
,bn:03153531n,"philadelphia_soul, philly_soul, philly_sound, sweet_philly","Philadelphia soul, sometimes called Philly soul, the Philadelphia sound, Phillysound, or TSOP, is a genre of late 1960s–1970s soul music characterized by funk influences and lush instrumental arrangements, often featuring sweeping strings and piercing horns.",philly_soul,YES
,bn:03153531n,"philadelphia_soul, philly_soul, philly_sound, sweet_philly","Philadelphia soul, sometimes called Philly soul, the Philadelphia sound, Phillysound, or TSOP, is a genre of late 1960s–1970s soul music characterized by funk influences and lush instrumental arrangements, often featuring sweeping strings and piercing horns.",phillysound,YES
