wn_synset,bn:id,pos,lemmata EN,definition,lemmata NL,is it related to music?,note,removed EN,removed NL
,bn:01398616n,,"christian_metal, underground_era_of_christian_metal, white_metal, christian_heavy_metal, christian_metalcore, christian_deathcore, christian_metal_music, white_metal_music, christ_metal, christan_metal, christian_death_metal, heavenly_metal, christian_heavy_metal_music, jesus_metal, christian_thrash_metal","Christian metal, also known as white metal, Jesus metal or heavenly metal, is a form of heavy metal music usually defined by its message using song lyrics as well as the dedication of the band members to Christianity.",whitemetal,YES,,,
,bn:01398616n,,"christian_metal, underground_era_of_christian_metal, white_metal, christian_heavy_metal, christian_metalcore, christian_deathcore, christian_metal_music, white_metal_music, christ_metal, christan_metal, christian_death_metal, heavenly_metal, christian_heavy_metal_music, jesus_metal, christian_thrash_metal","Christian metal, also known as white metal, Jesus metal or heavenly metal, is a form of heavy metal music usually defined by its message using song lyrics as well as the dedication of the band members to Christianity.",christelijke_metal,YES,,,
,bn:01398616n,,"christian_metal, underground_era_of_christian_metal, white_metal, christian_heavy_metal, christian_metalcore, christian_deathcore, christian_metal_music, white_metal_music, christ_metal, christan_metal, christian_death_metal, heavenly_metal, christian_heavy_metal_music, jesus_metal, christian_thrash_metal","Christian metal, also known as white metal, Jesus metal or heavenly metal, is a form of heavy metal music usually defined by its message using song lyrics as well as the dedication of the band members to Christianity.",christelijke_metalcore,YES,,,
,bn:01444343n,,"christian_hip_hop, holy_hip_hop, christian_rap, chrisitian_gansta_rap, rap-style_christian_music, christian_rapper, christian_hip-hop, holy_hip-hop, christian_gangsta_rap, hip_hop-style_christian_music, catholic_hip_hop, holy_rap, contemporary_christian_rap_with_a_twang_of_blues-core, gospel_rap, christian_crunk","Christian hip hop is a subgenre of hip hop music characterized by a Christian worldview, with the general purposes of evangelization, edifying some members of the church and/or simply entertaining.",christelijke_hiphop,YES,,,
,bn:01444343n,,"christian_hip_hop, holy_hip_hop, christian_rap, chrisitian_gansta_rap, rap-style_christian_music, christian_rapper, christian_hip-hop, holy_hip-hop, christian_gangsta_rap, hip_hop-style_christian_music, catholic_hip_hop, holy_rap, contemporary_christian_rap_with_a_twang_of_blues-core, gospel_rap, christian_crunk","Christian hip hop is a subgenre of hip hop music characterized by a Christian worldview, with the general purposes of evangelization, edifying some members of the church and/or simply entertaining.",christelijke_hip_hop,YES,,,
,bn:01444343n,,"christian_hip_hop, holy_hip_hop, christian_rap, chrisitian_gansta_rap, rap-style_christian_music, christian_rapper, christian_hip-hop, holy_hip-hop, christian_gangsta_rap, hip_hop-style_christian_music, catholic_hip_hop, holy_rap, contemporary_christian_rap_with_a_twang_of_blues-core, gospel_rap, christian_crunk","Christian hip hop is a subgenre of hip hop music characterized by a Christian worldview, with the general purposes of evangelization, edifying some members of the church and/or simply entertaining.",christian_rap,YES,,,
,bn:01444343n,,"christian_hip_hop, holy_hip_hop, christian_rap, chrisitian_gansta_rap, rap-style_christian_music, christian_rapper, christian_hip-hop, holy_hip-hop, christian_gangsta_rap, hip_hop-style_christian_music, catholic_hip_hop, holy_rap, contemporary_christian_rap_with_a_twang_of_blues-core, gospel_rap, christian_crunk","Christian hip hop is a subgenre of hip hop music characterized by a Christian worldview, with the general purposes of evangelization, edifying some members of the church and/or simply entertaining.",christianrap,YES,,,
,bn:01444343n,,"christian_hip_hop, holy_hip_hop, christian_rap, chrisitian_gansta_rap, rap-style_christian_music, christian_rapper, christian_hip-hop, holy_hip-hop, christian_gangsta_rap, hip_hop-style_christian_music, catholic_hip_hop, holy_rap, contemporary_christian_rap_with_a_twang_of_blues-core, gospel_rap, christian_crunk","Christian hip hop is a subgenre of hip hop music characterized by a Christian worldview, with the general purposes of evangelization, edifying some members of the church and/or simply entertaining.",christelijke-hiphopartiest,YES,,,
,bn:01444343n,,"christian_hip_hop, holy_hip_hop, christian_rap, chrisitian_gansta_rap, rap-style_christian_music, christian_rapper, christian_hip-hop, holy_hip-hop, christian_gangsta_rap, hip_hop-style_christian_music, catholic_hip_hop, holy_rap, contemporary_christian_rap_with_a_twang_of_blues-core, gospel_rap, christian_crunk","Christian hip hop is a subgenre of hip hop music characterized by a Christian worldview, with the general purposes of evangelization, edifying some members of the church and/or simply entertaining.",christelijke_rap,YES,,,
,bn:01444343n,,"christian_hip_hop, holy_hip_hop, christian_rap, chrisitian_gansta_rap, rap-style_christian_music, christian_rapper, christian_hip-hop, holy_hip-hop, christian_gangsta_rap, hip_hop-style_christian_music, catholic_hip_hop, holy_rap, contemporary_christian_rap_with_a_twang_of_blues-core, gospel_rap, christian_crunk","Christian hip hop is a subgenre of hip hop music characterized by a Christian worldview, with the general purposes of evangelization, edifying some members of the church and/or simply entertaining.",christelijke_hip-hop,YES,,,
,bn:01916969n,,"christian_hardcore, christcore_punk, christian_hardcore_punk_music, christian_hardcore_punk_rock, the_spirit-filled_hardcore, christ_core, christian_hardcore_music, christian_hardcore_punk, christian_hardcore_punk_rock_music, christcore, hardcore-style_christian_music, christcore_music",Christian hardcore refers to hardcore punk bands that promote Christian beliefs.,christelijke_hardcore,YES,,,
,bn:03629420n,,"christian_alternative_rock, alternative_ccm, christian_alternative_music, christian_alternative, christian_alternative_rock_music, christian_industrial, alternative_christian_music, alternative_rock-style_christian_music, christian_alt_rock",Christian alternative rock is a form of alternative rock music that is lyrically grounded in a Christian worldview.,christelijke_alternatieve_rock,YES,,,
,bn:03629420n,,"christian_alternative_rock, alternative_ccm, christian_alternative_music, christian_alternative, christian_alternative_rock_music, christian_industrial, alternative_christian_music, alternative_rock-style_christian_music, christian_alt_rock",Christian alternative rock is a form of alternative rock music that is lyrically grounded in a Christian worldview.,christelijke_alternatieve_muziek,YES,,,
,bn:03629420n,,"christian_alternative_rock, alternative_ccm, christian_alternative_music, christian_alternative, christian_alternative_rock_music, christian_industrial, alternative_christian_music, alternative_rock-style_christian_music, christian_alt_rock",Christian alternative rock is a form of alternative rock music that is lyrically grounded in a Christian worldview.,alternatieve_christelijke_muziek,YES,,,
,bn:01890982n,,"chorus_effect, chorus_pedal, chorus, stereo_chorus, chorus_guitar_effect, chorus_unit, chorusing","In music, a chorus effect occurs when individual sounds with approximately the same time, and very similar pitches, converge and are perceived as one.",chorus,YES,,,
,bn:01890982n,,"chorus_effect, chorus_pedal, chorus, stereo_chorus, chorus_guitar_effect, chorus_unit, chorusing","In music, a chorus effect occurs when individual sounds with approximately the same time, and very similar pitches, converge and are perceived as one.",chorus_effect,YES,,,
,bn:03441392n,,"choro, шоро, chorinho, chorões","Choro, also popularly called chorinho, is an instrumental Brazilian popular music genre which originated in 19th century Rio de Janeiro.",choro,YES,,,
,bn:03441392n,,"choro, шоро, chorinho, chorões","Choro, also popularly called chorinho, is an instrumental Brazilian popular music genre which originated in 19th century Rio de Janeiro.",chorinho,YES,,,
,bn:00018762n,,"choreography, fan_choreography",A notation used by choreographers,choreografie,YES,,,
,bn:00018762n,,"choreography, fan_choreography",A notation used by choreographers,choreograaf,YES,,,
,bn:00018762n,,"choreography, fan_choreography",A notation used by choreographers,choreografen,YES,,,
,bn:00018762n,,"choreography, fan_choreography",A notation used by choreographers,gechoreografeerd,YES,,,
,bn:00018762n,,"choreography, fan_choreography",A notation used by choreographers,choreografieën,YES,,,
,bn:00018760n,,"choreography, dance_composition, choreographic_composition, stage_dancing, dance_choreography, composition",A show involving artistic dancing,danschoreografie,YES,,,
,bn:00018760n,,"choreography, dance_composition, choreographic_composition, stage_dancing, dance_choreography, composition",A show involving artistic dancing,stadium_dansen,YES,,,
,bn:00018761n,,choreography,The representation of dancing by symbols as music is represented by notes,choreografie,YES,,,
,bn:00018759n,,choreographer,Someone who creates new dances,choreograaf,YES,,,
,bn:00018754n,,"chordophone, string_instrument, stringed_instrument, stick_chordophone, simple_chordophone, frame_chordophone, composite_chordophone, cordophone, tube_chordophone, bar_chordophone, raft_chordophone, board_chordophone, trough_chordophone, chordophones","A stringed instrument of the group including harps, lutes, lyres, and zithers",chordofoon,YES,,,
,bn:00018754n,,"chordophone, string_instrument, stringed_instrument, stick_chordophone, simple_chordophone, frame_chordophone, composite_chordophone, cordophone, tube_chordophone, bar_chordophone, raft_chordophone, board_chordophone, trough_chordophone, chordophones","A stringed instrument of the group including harps, lutes, lyres, and zithers",chordofonen,YES,,,
,bn:00018754n,,"chordophone, string_instrument, stringed_instrument, stick_chordophone, simple_chordophone, frame_chordophone, composite_chordophone, cordophone, tube_chordophone, bar_chordophone, raft_chordophone, board_chordophone, trough_chordophone, chordophones","A stringed instrument of the group including harps, lutes, lyres, and zithers",chordophone,YES,,,
,bn:00018754n,,"chordophone, string_instrument, stringed_instrument, stick_chordophone, simple_chordophone, frame_chordophone, composite_chordophone, cordophone, tube_chordophone, bar_chordophone, raft_chordophone, board_chordophone, trough_chordophone, chordophones","A stringed instrument of the group including harps, lutes, lyres, and zithers",snaarinstrument,YES,,,
,bn:00603108n,,"chord_substitution, harmonic_substitution, substituted_chord, chord_quality_alteration, substitute_chord, dominant_substitute, harmonic_generalization","In music theory, chord substitution is the technique of using a chord in place of another in a progression of chords, or a chord progression.",akkoord_substitutie,YES,,,
,bn:03466334n,,"chord_chart, nashville_notation, slash_notehead, chord_sheet, rhythmic_notation, slash_notation, jazz_chart",A chord chart is a form of musical notation that describes the basic harmonic and rhythmic information for a song or tune.,akkoord_grafiek,YES,,,
,bn:00018745n,,"chord, musical_chord, octave_chord, chord_stream, chord-based, chord_symbol, piano_chord, sonority, suspended_fourth, accordo, chord_symbols, piano_chords",A combination of three or more notes that blend harmoniously when sounded together,akkoord,YES,,,
,bn:00018745n,,"chord, musical_chord, octave_chord, chord_stream, chord-based, chord_symbol, piano_chord, sonority, suspended_fourth, accordo, chord_symbols, piano_chords",A combination of three or more notes that blend harmoniously when sounded together,drieklank,YES,,,
,bn:00018745n,,"chord, musical_chord, octave_chord, chord_stream, chord-based, chord_symbol, piano_chord, sonority, suspended_fourth, accordo, chord_symbols, piano_chords",A combination of three or more notes that blend harmoniously when sounded together,akkoorden,YES,,,
