wn_synset,bn:id,pos,lemmata EN,definition,lemmata DE,is it related to music
,bn:03888422n,n,"free_jazz, free-jazz, action_jazz, freeform_jazz, the_new_thing, freejazz, free_form_jazz","Free jazz is an experimental approach to jazz improvisation that developed in the late 1950s and early 1960s when musicians attempted to change or break down jazz conventions, such as regular tempos, tones, and chord changes.","free_jazz, free-jazz, freejazz",YES
,bn:00036337n,n,"free-reed, free_reed",A reed that does not fit closely over the aperture,free-reed,YES
,bn:00199572n,n,"latin_freestyle, freestyle_music, freestyle, new_school_freestyle_house, freestyle_house, old_school_freestyle_house, freestylemusic, miami_freestyle",Latin freestyle or simply freestyle music is a form of electronic dance music that emerged in the New York metropolitan area in the 1980s.,"freestyle, latin_freestyle, freestyle_musik",YES
,bn:03094896n,n,"freestyle_rap, freestyling, cypher, freestyle_battle/mergefrom_battle_rap, freestyle_rapper, freestyle_rappers, freestyle_battles, freestyle_battle/mergefrom_battle_rapper, total_slaughter, freestyle_rapping, freestyle_battle, freestyle_raps",A form of rapping in which the emcee makes up lyrics while rapping.,"freestyle-rap, freestylerap, freestyle_rap, rap_schlachten, freestylen, freestyle_battle",YES
,bn:00653475n,n,"free_music, libre_music","Free music can also mean free improvisation: improvised music without any rules, and not in any particular style.","freie_musik, open_music, free_music, offene_musik, musik_unter_freier_lizenz",YES
,bn:00159913n,n,"fretless_bass, fretless_guitar, fretless","A fretless guitar is a guitar with a fingerboard without frets, typically a standard instrument that has had the frets removed, though some custom-built and commercial fretless guitars are occasionally made.","fretless_bass, fretless_gitarre, fretless",YES
,bn:03464733n,n,"lead_vocalist, front_man, lead_singer, frontwoman, lead_vocals, lead_vocal, front_person, lead-singer, lead_voice, main_vocalist, lead_singers, bandleader, front_woman, frontman",The lead vocalist in popular music is typically the member of a group or band whose voice is the most prominent melody in a performance where multiple voices may be heard.,"frontmann, sänger, lead-sänger, lead-sängerin, frontfrau, gesang",YES
,bn:00140145n,n,"fuguing_tune, fuging_tune, fugue_tune",The fuguing tune is a variety of Anglo-American vernacular choral music.,"fuging_melodie, fuguing_tune",YES
,bn:03340016n,n,"vocal_range, five-octave_vocal_range, vocal_ranges, octave_range, voice_ranges, voice_range",Vocal range is the range of pitches that a human voice can phonate.,fünf-oktaven-stimme,YES
,bn:03074175n,n,"radio_opera, radio_operas",Radio opera is a genre of opera.,"funkoper, radiooper, höroper",YES
,bn:02946651n,n,"funk_rock, funk-rock, rock_funk, rock-funk, funkrock",Funk rock is a fusion genre that mixes elements of funk and rock.,"funk-rock, funkrock, funk_rock",YES
,bn:00241304n,n,funky_house,"Funky house is a subgenre of house music that uses disco and funk samples, a funk-inspired bass line or a strong soul influence, combined with drum breaks that draw inspiration from 1970s and 1980s funk records.",funky_house,YES
,bn:03547360n,n,"experimental_musical_instrument, custom-made_instruments, custom-made_instrument, custom_built_instrument, custom_made_instrument, self_made_instrument, list_of_custom-made_instrument_builders, custom-made_instrument_builder, self-made_instrument","An experimental musical instrument is a musical instrument that modifies or extends an existing instrument or class of instruments, or defines or creates a new class of instrument.","für_maßgeschneiderte_instrumente, experimentelle_musikinstrument, maßgeschneiderte_instrumente, maßgeschneiderte_instrument",YES
,bn:00797855n,n,furiant,"A furiant is a rapid and fiery Bohemian dance in alternating 2/4 and 3/4 time, with frequently shifting accents; or, in ""art music"", in 3/4 time ""with strong accents forming pairs of beats"".",furiant,YES
,bn:03758588n,n,"furlana, frullana, furlane, forlane, friulana, forlana",The furlana is an Italian folk dance from the Italian region of Friuli Venezia Giulia.,furlana,YES
,bn:03095983n,n,"football_song, football_chant, football_chants, terrace_chant, soccer_chants, football_music, football_chanting, if_you're_all_going_to_wembley_clap_your_hands, ooh_aah_chants, football_musics, football_songs, soccer_chant",A football chant or terrace chant is a song or chant usually sung at association football matches by fans.,fußball-song,YES
,bn:00490300n,n,foot_drum,"For another term, see footed drum A foot drum is any type of drum that is typically played by striking it with the bare foot or pedal and beater combination.","fuss-trommel, fuß-trommel, fußtrommel, fusstrommel, trommel-pedal, , fuß-pedal, fuß_drum, fuß-drum",YES
,bn:00072493n,n,"sol, g, so, soh, fisis, sol_note, f-double_sharp",The syllable naming the fifth (dominant) note of any musical scale in solmization,"g, Sol, so, soh",YES
,bn:17213679n,n,"mainstream_hardcore, gabba, gabber_house, nu_style_gabber, gabber_hardcore, gabber","Mainstream hardcore, mainstyle, Nu style gabber or newstyle hardcore is a subgenre of hardcore techno.","gabber, hakkûh, hakke, hakkuh, gabber_musik",YES
,bn:00014496n,n,cackle,A loud laugh suggestive of a hen's cackle,"gackern, gackeln, gegacker, gackelei",YES
,bn:00014494n,n,cackle,The sound made by a hen after laying an egg,"gackern, gegacker",YES
,bn:00020057n,n,"cluck, clucking",The sound made by a hen (as in calling her chicks),"gackern, glucken",YES
,bn:03207317n,n,"gagaku, japanese_court_music, traditional_japanese_music:_gagaku, japanese_classical_music, court_music_of_japan",Gagaku is a type of Japanese classical music.,gagaku,YES
,bn:03442063n,n,"gagok, kagok",Gagok is a genre of Korean vocal music for mixed female and male voices.,"gagok, kagok",YES
,bn:00421246n,n,"galliard, gagliarda, gaillarde, cinquepaces, gagliarde, cinque_passi, cinque-pas, cinquepace, sinkapace, galiarda, galliards, galiard, cinque-pace, galliarde",The galliard was a form of Renaissance dance and music popular all over Europe in the 16th century.,"gaillarde, gagliarde, gagliarda, ‎galiarda, galliarde, galliard",YES
,bn:01072777n,n,"galant_style, gallantry, galant, stile_galant","The galant style was an 18th-century movement in music, visual arts and literature.","galant, courtoisie",YES
,bn:14037706n,n,"galante_music, galant_music, post-baroque, style_galant, rococo","In music, galant refers to the style which was fashionable from the 1720s to the 1770s.","galante_musik, style_galant, galanterien, galanterie, galanter_stil",YES
,bn:03341899n,n,"galop, gallopade, galoppade, galopede, herman_koenig, galopade","In dance, the galop, named after the fastest running gait of a horse, a shortened version of the original term galoppade, is a lively country dance, introduced in the late 1820s to Parisian society by the Duchesse de Berry and popular in Vienna, Berlin and London.",galopp,YES
,bn:03860922n,n,"gamaka, gamak, gamakam","Gamaka, also known as gamak, refer to ornamentation that is used in the performance of North and South Indian classical music.",gamak,YES
,bn:01527074n,n,gangsa,A gangsa is a type of metallophone which is used mainly in Balinese and Javanese Gamelan music in Indonesia.,gangsa,YES
,bn:00070417n,n,"whole_note, semibreve, semibreves, whole_note_rest, wholenote, full_note, ganzschluss, 𝅝, whole-note, semi-breve, ganze-note, 𝄻, whole_notes",A musical note having the longest time value (equal to four beats in common time),"ganze_note, ganze, ganzen_note, semibreve",YES
,bn:00256107n,n,"whole-tone_scale, whole_tone_scale, 6-35, 6_equal_temperament, 6-tet, ""almost_whole-tone""_hexachord, wholetone_scale","In music, a whole-tone scale is a scale in which each note is separated from its neighbors by the interval of a whole tone.","ganztonleiter, ganztonskala",YES
,bn:14723355n,n,"garage_music, garage_house, new_york_house, us_garage, garage_house_music, garage_music_usa, new_york_garage, new_york_garage_music",Garage house is a dance music style that was developed alongside Chicago house music.,"garage_house, new_york_house",YES
,bn:00705180n,n,"garage_rock, garage_rock_revival, garage_band, 60s_punk, garge_rock, garage-rock, garage_pop, garage_bands, arizona_garage, frat_rock, 1960s_punk, garage_revival, 1990s_garage_rock, 1980s_garage_rock, garage_rock/post-punk_revival","Garage rock is a raw and energetic style of rock and roll that flourished in the mid-1960s, most notably in the United States and Canada, and has experienced a series of subsequent revivals.","garage_rock, garage-rock, garagenrock, garagenband, garage_punk, sixties_punk, freak_beat, garage_rock_revival, garage_bands, garage_band, frat_rock",YES
,bn:00002234n,n,"air_horn, goal_horn, handy_horn, rape_horn, gas_horn, airhorn",A pneumatic horn,"gasdruck-signalfanfare, typhon, lufthorn, drucklufthorn, gasdruckfanfare",YES
,bn:00727057n,n,"guest_appearance, guest_star, guest_role, featuring, feat., guest_of_honour, featured_guest, guest_actress, guest_appearances, guest_vocalist, featured_artist, guest_of_honor, guest_stars, guest_starring, guest_vocal, guest_performer, featured_performer, guest-star, guest_solo, ft., guests_of_honor, guest_vocals, special_guest_star, guest_actor, guest_artist","In show business, a guest appearance is the participation of an outsider performer in an event such as a music record or concert, show, etc., when the performer does not belong to the regular band, cast, or other performing group.","gaststar, gastauftritt, gastsänger, gaststars, gastsängerin, mit, ehrengast, gastrolle",YES
,bn:03356124n,n,"gated_reverb, gated_snare",Gated reverb or gated ambience is an audio processing technique that combines strong reverb and a noise gate.,gated_reverb,YES
,bn:00037536n,n,"gavotte, tempo_di_gavotta, gavote, gavot",An old formal French dance in quadruple time,gavotte,YES
,bn:01147065n,n,"g_major, prelude_in_g_major, preludeingmajor, 1s, key_of_g, g, g_major_scale, gmaj","G major is a major scale based on G, with the pitches G, A, B, C, D, E, and F♯.","g-dur, g-ionisch",YES
,bn:00028822n,n,"droning, monotone, drone",An unchanging intonation,gedröhne,YES
,bn:03557399n,n,"counter-melody, countermelody","In music, a counter-melody is a sequence of notes, perceived as a melody, written to be played simultaneously with a more prominent lead melody.","gegenstimme, gegenstimmen, gegenmelodie",YES
,bn:00007126n,n,auditory_apparatus,All of the components of the organ of hearing including the outer and middle and inner ears,"gehörapparat, gehörorgane",YES
,bn:00080040n,n,violin_maker,Someone who makes violins,"geigenbauer, fiedelmacherin, geigenbauerin, geigenmacherin, fiedelmacher, geigenmacher",YES
,bn:00052388n,n,"luthier, guitar_makers, violin_maker, luthiery, lutherie, string_instrument_maker, violin_makers, violinmaker, guitar_maker, cello_making, luthiers, liutaio",A craftsman who makes stringed instruments (as lutes or guitars or violins),"geigenbauer, geigenbauerin, geigenmacher, geigenbau, luthier, luthiery, lutherie, gitarrenbauer",YES
,bn:03595858n,n,"public_domain_music, music_in_the_public_domain",Public domain music is music to which no exclusive intellectual property rights apply.,gemeinfreie_musik,YES
,bn:00021129n,n,"common_time, four-four_time, quadruple_time, common_measure",A time signature indicating four beats to the bar,"gemeinsame_zeit, vervierfacht, 4-4_mal, zweiertakt",YES
